content,question,answer
"Painting Utah Agriculture by the Numbers  The Census of Agriculture is the most complete account of U.S. farms and ranches and the people who operate them. Every Thursday USDA’s National Agricultural Statistics Service will highlight new Census data and the power of the information to shape the future of American agriculture. Utah agriculture is varied and prevalent across the state. The 2012 Census of Agriculture showed that our farms and ranches occupy 10.97 million acres of land, or more than a fifth of the total land in Utah. In 2012, our state’s farmers sold more than $1.8 billion worth of agricultural products, with one-third in crop sales and two-thirds in livestock and poultry and their products. In contrast to sales, farm and ranch expenses totaled almost $1.6 billion with feed and labor being the two highest expenditures.  According to a survey done by Utah State University in 2012, when multiplier effects are included, agricultural processing and production account for $17.5 billion in total economic output in our state.  John Hilton, Utah State Statistician, National Agricultural Statistics Service  Posted in  Conservation  Sep 04, 2014  1 Response","Here is a concise question that focuses on the key concepts: What was the estimated total economic output of agricultural processing and production in Utah, including multiplier effects, according to a survey done by Utah State University in 2012?",$17.5 billion.
"Successful Launch of the Global Open Data for Agriculture and Nutrition Initiative  This post is part of the Science Tuesday feature series on the USDA blog. Check back each week as we showcase stories and news from USDA's rich science and research portfolio. Exciting times are ahead for the future of global agriculture, development, and health.  On October 31, the US delegation returned from successfully launching the Global Open Data for Agriculture and Nutrition (GODAN) initiative at the Open Government Partnership Summit in London. GODAN, a partnership between the United States and the United Kingdom governments, focuses on opening agricultural and nutrition data. Working with over 50 partners, GODAN expects to keep the momentum rolling, welcoming additional partners to join the initiative before the first GODAN partner meeting.  Jaime Adams, USDA Office of the Chief Scientist  Posted in  Research and Science  Nov 12, 2013  Respond to this story",Here is a concise question related to the content: What is the primary goal of the Global Open Data for Agriculture and Nutrition (GODAN) initiative launched by the US delegation at the Open Government Partnership Summit?,The primary goal of the Global Open Data for Agriculture and Nutrition (GODAN) initiative is to open agricultural and nutrition data.
"Thanksgiving - Brought to You by the American Farmer  Thanksgiving is a time when Americans come together to celebrate a holiday that connects each and every one of us. During this truly American holiday, we all give thanks for the previous year’s blessings and look ahead to the future. While we may bring our own traditions and flavors to the table, Thanksgiving is a time for all of us to celebrate our country’s rich history. It has always been a special holiday to me, but this past year I developed an even greater appreciation for all that goes in to producing the Thanksgiving meal. As Administrator of USDA’s Agricultural Marketing Service (AMS), I spent the last six months visiting with American farmers and learning about their businesses. In my conversations with American farmers and ranchers, I am always impressed by their work ethic, ingenuity, and dedication to making sure their customers get the best products. It’s no wonder that our nation's farmers were responsible for producing nearly 7.5 trillion pounds of turkey in 2012—nearly half the world’s supply!—and are leaders when it comes to many other foods regularly featured in Thanksgiving meals.  In 2012, American farmers also produced 3.1 billion pounds of sweet corn and nearly 2.7 billion pounds of sweet potatoes.  Anne L. Alonzo, Agricultural Marketing Service Administrator  Posted in  Food and Nutrition  Nov 26, 2013  9 Responses",Here is a concise question related to the content: What essential qualities do American farmers and ranchers demonstrate that enable them to produce high-quality food products for Thanksgiving meals?,"American farmers and ranchers exhibit a strong work ethic, ingenuity, and dedication to producing high-quality food products."
"Elite Firefighting Team Ready to Protect Lake Tahoe Basin  A group of 20 determined firefighters from the U.S. Forest Service Lake Tahoe Basin Management Unit completed a demanding and extensive certification process to become the first Interagency Hotshot Crew from Lake Tahoe.  Formerly the Tallac Hand Crew, the Tallac Hotshots join an exclusive group of roughly 2,000 firefighters across the country. “The certification of the Tallac Hotshots is a significant event for the Lake Tahoe Basin,” said Forest Supervisor Nancy Gibson.  “Fire suppression in the Basin is vital to our communities and it’s reassuring, particularly in light of the anticipated active fire season, to have such a key resource of well-trained and experienced firefighters in our area.”  Lisa Herron, Lake Tahoe Basic Management Unit, U.S. Forest Service  Posted in  Forestry  Aug 13, 2014  1 Response",Here is a concise question based on the content: What significant achievement was accomplished by the formerly known Tallac Hand Crew?,The formerly known Tallac Hand Crew became the first Interagency Hotshot Crew from Lake Tahoe.
"K-9s - A Law Enforcement Officer's Equal Partner, Best Friend  The recent tragedy involving U.S. Forest Service Law Enforcement Officer Jason Crisp and his K-9 Maros brought to light the close bond between an officer and his dog and the dangers they face. Crisp and K-9 Maros were killed in the line of duty on March 12, 2014 in Burke County, North Carolina. The efforts of officers and K-9s are crucial to the mission of Forest Service law enforcement and a well-trained K-9 team is vital to the protection of people, property and resources on U.S. Forest Service-managed lands. Not only are the highly trained dogs involved in the apprehension of suspects and the detection of narcotics, but they also locate evidence, track individuals and provide community demonstrations.  John C. Heil III, Pacific Southwest Region, U.S. Forest Service  Posted in  Forestry  May 08, 2014  5 Responses","What critical role do trained dogs play alongside law enforcement officers in tasks such as suspect apprehension, evidence location, and community demonstrations?","Trained dogs play a crucial role alongside law enforcement officers in tasks such as suspect apprehension, detection of narcotics, locating evidence, tracking individuals, and providing community demonstrations."
"USDA Food Waste Challenge Team in  Food and Nutrition  Sep 17, 2014  Food donated from local restaurants and supermarkets through coordination with the Food Donation Connection is used to make delicious & healthy meals served in homeless shelters and food pantries. Photo courtesy of Food Donation Connection. Thirty-one percent of food that is available at supermarkets, restaurants, and in households goes uneaten – food that was nurtured and harvested in the fields and ends up in a landfill.  Increasingly food processing facilities, food service companies, supermarkets, and restaurants are recognizing the need to reduce, recover, and recycle all of this wasted food.  The momentum is building as more and more address the problem and take action to keep good food from entering landfills. A week from today - on September 24, Wednesday at 2:00 pm – 3:00 pm Eastern – you can join us for a webinar on “Supermarkets and Restaurants Fighting Food Waste and Saving Money” that will feature industry representatives discussing how they are leading the fight against food waste.  There will also be time devoted to dialogue, Q&As, and the sharing of resources. Register for the webinar here: https://www4.gotomeeting.com/register/241692455. Why is there so much waste at the retail level?  Consumers naturally tend to choose only the shiniest looking apple and freshest milk at the store.  So what happens to “ugly,” misshapen, or slightly out of proportion fruits and vegetables that might have looked similar to the ones in your garden?  What happens to that carton of milk or loaf of bread that is nearing its expiration or sell-by date? Across the country, supermarkets and restaurants are coming up with innovative approaches to keep that apple and that carton of milk out of landfills or sewage drains.  They are adopting innovative new approaches to reduce the amount of food that goes unsold, recover more wholesome unsold food to donate to people who need it, and recycle food discards to energy generation or composting. Here in the U.S., the Grocery Manufacturers Association (representing food and beverage companies), the Food Marketing Institute (representing food retailers/grocery stores), and the National Restaurant Association (representing the foodservice industry) have formed the Food Waste Reduction Alliance.  By improving food labeling, ordering and inventory management, marketing of “ugly” produce, partnerships with food banks and gleaning organizations, and compost and bioenergy production, supermarkets and retailers are doing their part to reduce, recover, and recycle food waste.  There are numerous ways to fight food waste and many of these ideas will be shared on the “Supermarkets and Restaurants Fighting Food Waste and Saving Money” webinar. Please join us to learn, get inspired, and share your ideas and activities on September 24.  Register here: https://www4.gotomeeting.com/register/241692455. A grocery store worker scans unsold, but perfectly edible food to be donated to a local hunger relief agency. The grocery store works with the Food Donation Connection, an organization that helps food retailers implement and manage their food recovery programs. The Food Donation Connection will be a presenter on the Sept. 24 webinar. Photo courtesy of Food Donation Connection.  Category/Topic:  Food and Nutrition  Tags:  Food Waste  Food Waste Reduction Alliance  fruits  grocery  restaurants  supermarkets  vegetables  webinar","What innovative approaches are supermarkets, restaurants, and foodservice companies adopting to reduce food waste, recover wholesome unsold food for donation, and recycle food discards into energy generation or composting?","Supermarkets, restaurants, and foodservice companies are adopting various innovative approaches to reduce food waste, including: * Improving food labeling * Ordering and inventory management * Marketing of ""ugly"" produce * Partnerships with food banks and gleaning organizations * Compost and bioenergy production"
"USDA Training Resources USDA aims to make organic certification accessible, attainable, and affordable for all. The Agricultural Marketing Service's National Organic Program has tools to help transitioning producers get certified, and to help organic producers comply with USDA organic requirements. Take a look at:  The Sound and Sensible Certification offers project produced videos, fact sheets, and training curricula from 13 external partners on organic production, handling, transition, and certification.  The Organic Educational Toolkit offers self-paced training modules, posters, brochures, and in-depth guides to USDA programs for organic farmers, ranchers, and food processors.  The National Organic Program Handbook includes guides for organic crop & livestock production, guides for organic processing, organic system plan templates, as well as specific explanations of topics such as wild cropping and compost. USDA's Natural Resources Conservation Service supports producers transitioning from conventional to organic production, and those who are already certified organic. Take a look at:  The Organic Farming Handbook describes organic systems and identifies key resources to guide conservation planning and implementation on organic farms.  Conservation Webinars cover the latest research and suggested practices for organic on-farm conservation, with nearly 40 recorded sessions on a variety of topics. NRCS can also help transitioning producers with a Conservation Activity Plan that evaluates resource concerns such as erosion, soil quality/organic matter, water quality, plant health, soil fertility, pest management, biodiversity status and others. If you're new to farming, USDA's website for new farmers provides a wealth of resources and personalized search tools. The USDA National Agricultural Library's Alternative Farming Systems Information Center also includes organic production resources and the ""Organic Roots"" digital collection, an archive of historic USDA publications related to organic agriculture. Librarians are available to search and compile literature and information resources on all aspects of organic farming. The USDA and partners have developed a number of resources and services to help transitioning and certified operations address the practical challenges of organic production. Other Training on Organic Production and Handling USDA supports the eOrganic Community of Practice, which provides research-based articles, webinars, videos, and an ""Ask the Expert"" section on its website. eOrganic resources cover dairy production, fruits & vegetables, and poultry production, as well as specific topics such as cover cropping or insect management. USDA also supports the National Center for Appropriate Technology, a non-profit organization that offers a broad range of training and publications on organic farming, ranching, and food processing. ATTRA also offers toll-free phone support at 1-. And USDA supports the Sustainable Agriculture Research and Education program (SARE). SARE projects have provided numerous books, case studies, guides, and videos on organic production. Transition to Organic Production These two USDA AMS fact sheets explain the basics for transitioning producers and handlers:  Transition to Organic (, 1.8 MB)  Introduction to Organic Practices (, 730 ) USDA's National Institute of Food and Agriculture, Risk Management Agency, and the Sustainable Research and Education Program, have also funded numerous tools to help producers understand how to transition from conventional to organic production. Below are a few highlights:  Organic Transition: A Business Planner for Farmers, Ranchers, and Food Entrepreneurs (, 3.6 MB) (Minnesota Institute of Sustainable Agriculture)  Making the Transition to Organic: Ten Farm Profiles (, 1.9 MB) (University of Minnesota)  Organic Transition Course (Rodale Institute)  Farm Transitions: Valuing Sustainable Practices - Organic Certification (Land Stewardship Project)","Here is a concise question related to the content: What USDA resource provides research-based articles, webinars, videos, and an ""Ask the Expert"" section for transitioning and certified organic producers, covering topics such as dairy production, fruits & vegetables, and poultry production?",The eOrganic Community of Practice.
"Charles E. Bessey Nursery Showcases its 'Babies' - Seedlings That Will Become 'Forests of the Future'  Two million seedlings will grow up one day to become the forests of our future. The vision for all of those trees is part of the mission of the Charles E. Bessey Nursery, part of the Nebraska National Forests and Grasslands, and the oldest federal seedling nursery in the nation. Working with the Bessey Ranger District and the volunteer group Friends of the Nebraska National Forests, the nursery recently invited the public in for a rare opportunity to see the nursery in full production; growing, packing and shipping hundreds of thousands of seedlings to U.S. Forest Service, Bureau of Land Management, conservation districts and other government agency locations. The seedlings are used for reforestation following fire and insect infestations, wildlife/habitat plantings, wind breaks, conservation plantings, and general planting.  Cyd Janssen, Nebraska National Forests, U.S. Forest Service  Posted in  Forestry  Jun 27, 2014  Respond to this story","What is the primary purpose of the Charles E. Bessey Nursery, which produces over two million seedlings that will eventually become ""forests of the future""?","The primary purpose of the Charles E. Bessey Nursery is reforestation and conservation efforts through the production of seedlings used for planting in various government agency locations, primarily to combat fire and insect infestations, as well as to support wildlife/habitat plantings and other environmental conservation initiatives."
"FSA Keeps Third Generation in the Dairy Business  When Eric Johnson finished high school, he didn’t see cows in his future. “I wanted a new adventure and I wanted to try something different after being on the farm my whole life,” said Eric. “I tried carpentry and later worked at a nursery as a landscaper laying paver patios and building rock walls.” Landscaping didn’t employ year-round so he began work at a large dairy.  This is also how he met his wife Alison. “I enjoyed my work on the dairy farm and that’s when I realized I missed working on the farm where I grew up,” said Eric.  Sarah Kern, Minnesota Farm Service Agency  Posted in  Conservation  Sep 20, 2013  Respond to this story",Here is a concise question related to the content: What motivated Eric Johnson's transition from carpentry and landscaping back to working on his family's dairy farm?,Eric Johnson returned to his family's dairy farm because he missed working on the farm where he grew up.
"Join us for a Google+ Hangout: ""What the Farm Bill Means for New Farmers"" with Deputy Secretary Harden  On Tuesday, September 9th, at 3 p.m. eastern, Deputy Secretary Harden will host a Google+ Hangout to share some highlights from the new Farm Bill and discuss what this means for new and beginning farmers and ranchers. The Agricultural Act of 2014 is important legislation that provides authorization for services and programs that impact every American and millions of people around the world. The new Farm Bill builds on historic economic gains in rural America over the past five years, while achieving meaningful reform and billions of dollars in savings for the taxpayer.  The new Farm Bill will allow USDA to continue record accomplishments on behalf of the American people, while providing new opportunity and creating jobs across rural America.  Rachael Dubinsky, USDA Office of Communications  Posted in  Conservation  Sep 03, 2014  2 Responses",Here is a concise question related to the content: What specific economic benefits or opportunities for farmers and ranchers are expected to result from the new Farm Bill?,The new Farm Bill is expected to provide new opportunity and create jobs across rural America.
"USDA Reasonable Accommodations Help Disabled Veteran Succeed with Federal Career  Many veterans and military spouses search for careers that can accommodate their health and physical needs. At the U.S. Department of Agriculture (USDA), reasonable accommodations can be arranged to help employees succeed in the workplace.  Melissa Blair, Public Affairs Specialist, USDA Office of Partnerships and Public Engagement  Posted in  Equity  Initiatives  Oct 31, 2023  Respond to this story",Here is a concise question related to the content: What type of assistance does the USDA provide to help employees with disabilities or limitations succeed in their careers?,The USDA provides reasonable accommodations.
"Meeting the China E-Commerce Challenge  In the United States, farming and technology go hand-in-hand in production agriculture. Technology helps improve productivity, efficiency and safety. Now, we’re discovering new ways that technology and digital strategies can offer similar benefits when marketing U.S. farm and food products overseas. I recently led a group of women agricultural leaders on a trade mission to Shanghai and Hong Kong in China. One of the most interesting things we saw and learned was how e-commerce is paving the way for Chinese consumers to gain quick and easy access to high-value U.S. food and agricultural products. As a young, Chinese shopper explained to me, he purchases nearly 80 percent of his groceries online – skipping the trip to a traditional wet market or Western-style grocery store.  Alexis Taylor, Deputy Under Secretary of Farm and Foreign Agricultural Services  Posted in  Trade  Oct 27, 2016  Respond to this story",How can farming technology and digital strategies be leveraged to improve productivity and meet the growing demand for high-value U.S. farm and food products among Chinese e-commerce shoppers?,"Farming technology and digital strategies can be used to improve production agriculture in the US, which can then be marketed overseas through e-commerce channels, making it easier for Chinese consumers like the young shopper mentioned (who purchases 80% of his groceries online) to access high-value U.S. food and agricultural products."
"2022 Census of Agriculture Highlights: Illinois and Missouri  Did you know, the United States is the largest producer, consumer and exporter of corn in the world? In 2022, corn and soybeans accounted for more than half of the U.S. crop cash receipts—totaling $148.5 billion. This is in no small part thanks to the Heartland Region states of Illinois and Missouri.  Brad Summa, Heartland Regional Director for NASS  Posted in  Research and Science  May 31, 2024  Respond to this story",Here's a concise question based on the content: What percentage of U.S. crop cash receipts did corn and soybeans account for in 2022?,"Corn and soybeans accounted for more than half (specifically 50%) of the U.S. crop cash receipts, totaling $148.5 billion in 2022."
"Oregon Forest Becomes Setting for a Cooperative Thinning Venture  In Oregon, huge swaths of the Willamette National Forest, perhaps as much as 12,000 acres, has stands of trees less than 40 years old that have never been thinned. The firs are crowded together, making it hard for sunlight to reach them. Competition for resources has made them susceptible to insects, disease, blowdowns and snow breakage. Trees that should be 13 to 14 feet apart are suffocating just eight feet from their neighbors.  Keith Riggs, Office of Communication, U.S. Forest Service  Posted in  Forestry  Jun 14, 2012  2 Responses",Here is a concise question related to the content: What effect does over-crowding and lack of thinning have on young firs in Oregon's Willamette National Forest?,"Over-crowding and lack of thinning in Oregon's Willamette National Forest makes young firs susceptible to insects, disease, blowdowns, snow breakage, and reduces sunlight access."
");  adobeDCView.previewFile(},  metaData:  }, );  });",Here is a concise question based on the provided content: What type of file or object does `previewFile` represent in Adobe DC View?,The `previewFile` represents a PDF file.
"Regionalization Plays a Key Role in Facilitating U.S. Agricultural Trade  It’s World Trade Month and a good time to consider a few of the ways that USDA helps advance trade. USDA’s Animal and Plant Health Inspection Service (APHIS) plays a vital role in the free flow of agricultural trade by keeping U.S. agriculture free from pests and diseases and certifying that millions of U.S. agricultural and food products shipped to markets abroad meet the importing countries' entry requirements. Likewise, APHIS works to ensure all imported agricultural products shipped to the United States meet our requirements to prevent pests and diseases from harming U.S. agriculture. Last year the United States exported over $138 billion of agricultural products and imported over $120 billion.  Dr. Lisa Ferguson, Director of Science and Policy, APHIS Veterinary Services National Import Export Services  Posted in  Animals  Trade  May 10, 2018  Respond to this story",Here's a concise question focusing on the key concepts: What measures does USDA's Animal and Plant Health Inspection Service (APHIS) take to ensure that imported agricultural products do not harm U.S. agriculture?,USDA's APHIS ensures that imported agricultural products meet US requirements to prevent pests and diseases from harming U.S. agriculture by inspecting and certifying these products before they enter the country.
"Arizona Ranching Family Are Long-Time Conservationists  Anvil Ranch, one hour southwest of Tucson, Ariz. in Altar Valley, is a fourth-generation operation in the heart of cattle country. “Ranching is what we do,” says Joe King, who is the youngest of the four children of owners John and Pat King. All four of the kids ranch, although Joe and his wife, Sarah, are the only ones who live and work on Anvil Ranch. Ranching is what the Kings do—and so is conservation.  Amanda Sutter, NRCS Arizona  Posted in  Conservation  Energy  Apr 04, 2012  10 Responses",What is unique about the King family's approach to ranching in Arizona?,The King family's approach to ranching in Arizona is unique because they combine traditional ranching with conservation efforts.
"Date  Thursday, June 30, 2022 - 1:00pm  Contact Info Public Affairs  PA@usda.gov  Release No.  079-22  WASHINGTON, June 30, 2022 -- The U.S. Department of Agriculture’s (USDA) Agricultural Marketing Service (AMS) today announced it has signed a cooperative agreement with Puerto Rico under the Local Food Purchase Assistance Cooperative Agreement Program (LFPA). The Department of Agriculture of Puerto Rico will use LFPA funding to increase the island’s food system’s resilience and promote economic opportunities for underserved producers. “USDA is excited to partner with Puerto Rico to promote economic opportunities for farmers and producers and to increase access to locally sourced, fresh, healthy, and nutritious food in underserved communities,” said USDA Under Secretary for Marketing and Regulatory Programs Jenny Lester Moffitt. “The Local Food Purchase Cooperative Agreement Program will improve food and agricultural supply-chain resiliency and increase local food consumption around the country.” LFPA funds will be distributed to nonprofit organizations to procure local foods from small and underserved producers. Puerto Rico’s program aims to promote economic growth for local producers without access to sales in supermarket chains or lack the marketing capacity. Puerto Rico’s Department of Agriculture expects that over 800 underserved Puerto Rican farmers will benefit from the program. “We are thrilled to have been awarded with this grant that will boost our agricultural economy by promoting fresh local purchase directly from our small farmers to the nonprofit organizations. This will help enormously the communities in need,” said Puerto Rico Agricultural Department Secretary Ramón González Beiró. The department has selected 68 nonprofit organizations to distribute 250,000 food boxes with an assortment of seasonal fruit. The goal is to provide healthy, locally grown food to rural and underserved communities throughout the island. The LFPA program is authorized by the American Rescue Plan to maintain and improve food and agricultural supply chain resiliency. Through this program, USDA will award up to $400 million through non-competitive cooperative agreements with state and tribal governments to support local, regional, and underserved producers through the purchase of food produced within the state or within 400 miles of delivery destination. AMS looks forward to continuing to sign agreements under this innovative program that allows state and tribal governments to procure and distribute local and regional foods and beverages that are healthy, nutritious, and unique to their geographic area. More information about the program is available on AMS’s Local Food Purchase Assistance Cooperative Agreement Program webpage. # USDA touches the lives of all Americans each day in so many positive ways. In the Biden-Harris Administration, USDA is transforming America’s food system with a greater focus on more resilient local and regional food production, fairer markets for all producers, ensuring access to safe, healthy and nutritious food in all communities, building new markets and streams of income for farmers and producers using climate smart food and forestry practices, making historic investments in infrastructure and clean energy capabilities in rural America, and committing to equity across the Department by removing systemic barriers and building a workforce more representative of America. To learn more, visit www.usda.gov. Get the latest Agricultural Marketing Service news at www.ams.usda.gov/news or follow us on Twitter @USDA_AMS. You can also read about us on the USDA blog. USDA is an equal opportunity provider, employer, and lender",What specific initiative by the US Department of Agriculture aims to promote economic opportunities for underserved producers in Puerto Rico through the procurement of local foods?,The Local Food Purchase Assistance Cooperative Agreement Program (LFPA) is the specific initiative that aims to promote economic opportunities for underserved producers in Puerto Rico through the procurement of local foods.
"US Forest Service Waives Fees for National Get Outdoors Day - June 11  In an era of social media mania, forests around the country are opening their doors to reacquaint kids and parents with good old fashion family fun—without the aid of modern technology. On Saturday, June 11, the U.S. Forest Service invites families to join thousands of forest explorers for a free, fun-packed day of outdoor adventures in celebration of National Get Outdoors Day.  Ellita Willis, U.S. Forest Service  Posted in  Forestry  Initiatives  Jun 06, 2016  Respond to this story","What is the main goal of the US Forest Service on National Get Outdoors Day, June 11?","The main goal of the US Forest Service on National Get Outdoors Day, June 11, is to reacquaint kids and parents with family fun through outdoor adventures without the aid of modern technology."
"‘Turnip the Beet’ Recognizes High-Quality Summer Meals for our Nation’s Kids  There are millions of America’s youth who do not have access to nutritious meals when school is not in session. Offering nutritious meals to our nation’s children and teens that are appetizing, appealing and wholesome is a responsibility USDA takes very seriously.  Cindy Long, Deputy Administrator for Child Nutrition Program, Food and Nutrition Service  Posted in  Food and Nutrition  Apr 20, 2018  2 Responses",What strategies can be implemented to ensure America's youth have access to nutritious meals during summer months?,"To ensure America's youth have access to nutritious meals during summer months, the USDA recommends implementing programs that provide high-quality, appetizing, and wholesome meal options, such as those recognized by 'Turnip the Beet'."
"Have Fun Outside This Weekend - But Keep the Ticks Off  Many people are squeezing in the last bit of summer by enjoying the outdoors through walks, hiking on trails, biking, camping, outdoor sports, and picnics in parks and forests.  Unfortunately, these activities – sometimes even in our own backyards – increase our risk of being exposed to ticks and the diseases they carry. Ticks are a nuisance.  No one wants anything on their body that drinks their blood or – worse than that – also give you a disease.  Most people are familiar with Lyme disease, but not the many other equally serious diseases that ticks carry. The Centers for Disease Control and Prevention (CDC) now lists ates can transmit and cause human disease.  The CDC website also has regional distribution maps with pictures of the ticks that carry these diseases and where in the nation they are most like to be.  Herb Bolton, National Program Leader for Entomology, National Institute of Food and Agriculture  Posted in  Conservation  Aug 27, 2014  Respond to this story",What diseases can ticks transmit to humans beyond Lyme disease?,"Ticks can transmit several diseases beyond Lyme disease, including those caused by Anaplasma, Ehrlichia, Powassan virus, and others."
"AMS Livestock, Poultry, and Seed Program Deputy Administrator in  Food and Nutrition  Dec 07, 2015  An infographic highlighting example process points and the steps taken to create a Process Verified Program. Click for a larger version. Product labeling is a contract of trust between consumers and producers.  This is especially true for the foods we eat and the companies that sell them.  The responsibility of regulating and monitoring food labels is shared between many federal agencies including the Food and Drug Administration (FDA) and USDA, and we recognize that there must be transparency and accountability before there can be public trust and understanding of product labels. While my own agency, USDA’s Agricultural Marketing Service (AMS), does not approve many product labels directly, we do provide a service where AMS auditors provide an objective, third-party verification on any food product that a company’s labeling claims are backed by plain language standards.  Transparency and accountability are the cornerstones of this service, and we are continuously working to improve both for all of our auditing programs, with our most recent efforts focusing on USDA’s Process Verified Program (PVP). USDA’s PVP is designed to provide verification of specific product standards that a company has committed themselves to meet.  The backbone of USDA’s PVP is the International Organization for Standardization’s (ISO) guidelines for quality management systems auditing—an internationally-recognized set of guidelines used for evaluating program documentation and determining how on-site audits should be conducted. The guidelines are designed to ensure that a production system is operating within the parameters that a company has set for itself. AMS auditors undergo extensive training in ISO requirements and audit principles, as well as specific training for the standards they are auditing, which helps ensure the consistency, objectivity, and validity of our auditing services. Here is how the process works: Step 1 - Development: A company calls AMS and presents the standard they want to meet.  This standard could be an international standard, an industry-wide standard, or a standard a company developed itself.  The applicant’s quality management system describes how they will adhere to requirements and the scope of their program–including all phases of production and marketing, and can include retail distribution.  Their quality manual documents and defines the process verified points, procedures, records, policies and objectives, along with any additional required components. AMS then works with that company to develop an auditing solution that will verify the company’s adherence to the standard and how they plan to add the USDA PVP information to their product packaging.  The standard must be verifiable, repeatable, auditable, feasible, and factual. Step 2 - Review: Once all required documentation is submitted, AMS auditors conduct a desk audit to ensure all program requirements are accounted for & documented in their Quality Manual. The complete application is submitted to a Program Review Committee, which reviews all process points & approves the application. Step 3 – On-site audit: The on-site audit process can last anywhere from a day to a week depending on the number and scope of process points, and the size and complexity of the operation. Audit example: If a company wants to verify they are raising poultry without antibiotics, AMS auditors would follow the flock from the time of hatching to the marketplace.  Hatching: Auditors visit the hatcheries to ensure process points are being met.  For a “no antibiotic” claim, AMS would verify that poultry are not administered antibiotics, before hatching (in ovo, in the egg) or after hatching.  Feed: Auditors visit the feed mills to ensure that feed does not include antibiotics, review ration & testing records & ensure that requirements included in their Quality Manual are followed. Farm: Auditors visit the farm where the poultry are raised to determine if there are any antibiotics on-hand or in use. Sick poultry must be treated for any illness, but poultry treated with antibiotics must be removed from the program to ensure the integrity of products being produced without antibiotics. Processing: Finally, auditors visit the processing plant to ensure there is proper segregation of product and accurate labeling of USDA PVP products. Throughout the process, company employees are interviewed to ensure the company as a whole is familiar with and adhering to the program requirements. Step 4 - Approval: If all goes well with the desk & on-site audits, the company is approved to and may use the “USDA Process Verified” shield on their products. For new programs, approval lasts for one year but a surveillance audit is conducted within six months of the initial on-site audit. After the first year, on-site audits are conducted annually. To ensure transparency, we post a list of all companies with approved PVPs, their audited process points, the standards behind those processing points, marketing claims, and labeling information on our website. USDA and AMS are committed to the transparency and accountability of our auditing services, so that consumers and buyers can make informed decisions about the products they purchase.  From farm to market, USDA labels—like the USDA Process Verified shield—will continue to represent the quality, objectivity, and integrity that consumers rely on and trust. The new USDA Process Verified shield. The improved label helps connect buyers with product information and definitions, giving them insight into the process points their food went through from farm to market.  Category/Topic:  Food and Nutrition  Tags:  AMS  antibiotic use  auditing  Certification  consumer information  FDA  food labels  food quality  labeling requirements  Poultry  Process Verified Program  PVP  transparency  USDA shields","Here is a concise question related to the content: What are the key steps involved in obtaining and maintaining USDA's Process Verified Program (PVP) certification, which verifies that a company meets specific product standards through on-site audits by AMS auditors?","The key steps involved in obtaining and maintaining USDA's Process Verified Program (PVP) certification are: 1. **Development**: A company presents their standard to meet, which is reviewed by AMS. 2. **Review**: The company submits all required documentation for a desk audit, followed by review by the Program Review Committee. 3. **On-site audit**: An on-site audit is conducted to verify the company's adherence to the standard, lasting from a day to a week depending on the scope and complexity of the operation. 4. **Approval**: If successful, the company is approved for one year (or annually thereafter) and may use the ""USDA Process Verified"" shield on their products. Note: Surveillance audits are conducted within six months of the initial on-site audit to ensure continued compliance."
"Helicopters Give Fish a Better Chance to Spawn in Oregon  Working collaboratively, the Fremont-Winema National Forest, Klamath Basin Rangeland Trust, Oregon Department of Fish, and Wildlife and Oregon Parks and Recreation Department are completing a restoration project designed to improve redband trout spawning and rearing habitat on the Lower Williamson River in south central Oregon.  Erica Hupp, Fremont-Winema National Forest, US Forest Service  Posted in  Conservation  Forestry  Oct 18, 2011  2 Responses",Here is a concise question related to the content: What organizations are working together on a restoration project to improve redband trout spawning and rearing habitat on the Lower Williamson River in Oregon?,"The Fremont-Winema National Forest, Klamath Basin Rangeland Trust, Oregon Department of Fish, and Wildlife, and Oregon Parks and Recreation Department."
"Improving the Safety of Leafy Greens  Food safety is a top priority for consumers, especially when it comes to the leafy greens in salads. Researchers at the University of Arizona have discovered natural methods to sanitize these vegetables using ingredients commonly found in the kitchen, such as oregano, cinnamon, and vinegar. Plant extracts, essential oils, and organic sanitizers have all proved effective in killing bacteria on leafy greens and extending their shelf life. When emulsified in the water used to wash these leaves, the approach compares to (and sometimes even works better than) bleach or hydrogen peroxide.  Kelly Flynn, National Institute of Food and Agriculture  Posted in  Health and Safety  Animals  Plants  Research and Science  Aug 13, 2015  4 Responses","What kitchen ingredients have been proven effective in sanitizing leafy greens, often rivaling or surpassing the effectiveness of bleach or hydrogen peroxide?","Oregano, cinnamon, and vinegar."
