content,question,answer
"NRCS Watershed Dams Protect Arkansas Communities by Reducing Flooding  The flooding from this year’s spring rain storms caused millions of dollars worth of damage to homes, businesses and crops in Arkansas. But some flooding was reduced or minimized, thanks to 207 small and medium-sized dams built by USDA’s Natural Resources Conservation Service (NRCS), in partnership with local watershed districts.  Reginald Jackson, NRCS Arkansas  Posted in  Conservation  Sep 07,   Respond to this story",What role have small and medium-sized dams built by NRCS played in reducing flooding damage in Arkansas communities?,The small and medium-sized dams built by NRCS have helped reduce or minimize flooding damage in Arkansas communities.
"Public Affairs Specialist, Food Safety Education Staff in  Food and Nutrition  Health and Safety  Dec 30,   Según el llega a su fin y el se acerca, muchas personas comienzan a pensar en formas para mejorar sus vidas en el año por venir y formular diversas resoluciones para alcanzar dichos objetivos. Algunas personas quieren querer bajar de peso y/o hacer más ejercicio. Otras personas pueden querer leer más y gastar menos tiempo frente al televisor o la computadora. Sólo hay tantos tipos de resoluciones, como hay tipos de personas, pero hay cuatro resoluciones fáciles que pueden ayudar a todos a tener un año nuevo más seguro y saludable. Decida luchar contra la enfermedad transmitida por  los alimentos siguiendo estos cuatro mensajes básicos en la preparación de alimentos. Limpiar: Resolución para limpiar sus manos antes y después de manipular los alimentos, antes de comer, después de una visita al baño, después del contacto con animales o mascotas, y después de toser, estornudar o al limpiarse la nariz. Es necesario lavar y enjuagar los utensilios, tablas de cortar y los topes de cocina con agua caliente y jabón. Lave las frutas y verduras con agua corriente antes de comer, cortar o cocinar. Separar: Resolución de separarse de las enfermedades.  Mantenga la carne cruda, aves, huevos, pescados y mariscos (y sus jugos) lejos de otros alimentos. En el supermercado, separe estos alimentos de otros artículos en el carrito de compras. Colóquelos en bolsas de plástico para evitar que sus jugos goteen sobre otros alimentos y, potencialmente, la propagación de bacterias dañinas. Use una tabla de cortar para carnes, aves y mariscos y otra para alimentos crudos como frutas y ensaladas. Cocinar: Resolución mantener las bacterias a distancia mediante el uso de un termómetro para alimentos. Dado que el color y la temperatura son indicadores confiables de seguridad, utilizando un termómetro para alimentos es la única forma de garantizar la seguridad de la carne, aves, pescados y mariscos, y productos de huevo. Estos alimentos deben cocinarse a una temperatura interna mínima adecuada para destruir las bacterias dañinas. Cocine toda la carne cruda, carne de cerdo, cordero y ternera, filetes, chuletas y asados ​​a una temperatura interna mínima de 145 ° F. Por razones de seguridad y calidad, deje la carne en reposo durante al menos tres minutos antes de cortarlo o consumir. Por razones de preferencia personal, los consumidores pueden optar por cocinar la carne a temperaturas más altas. Cocine toda la carne cruda de tierra, cerdo, cordero y ternera a una temperatura interna de 160 ° F. Cocine todas las aves a una temperatura interna mínima adecuada de 165 ° F. Enfríe: Resolución para refrigerar con prontitud las sobras de alimentos las cuales no deben mantenerse a temperatura ambiente durante más de dos horas. Utilice un termómetro para electrodomésticos para asegurar que la temperatura del refrigerador sea de 40°F o menos y la temperatura del congelador es de 0°F. Pregúntele a Karen, la representante virtual de inocuidad de alimentos, está disponible en inglés y español 24 horas al día/ 7 días a la semana en PregunteleaKaren.gov. La Línea de Información Sobre Carnes y Aves del Departamento de Agricultura de los Estados Unidos está disponible de  lunes a viernes de 10 a.m. a 4 p.m., hora del este, llamando al 1-888-674- .  Category/Topic:  Food and Nutrition  Health and Safety  Tags:  Ask Karen  Food Safety  food thermometer  foodborne illness  FSIS  Meat and Poultry  USDA Meat and Poultry Hotline","What are the four easy resolutions that can help people have a healthier and safer new year, as per the guidelines for preventing foodborne illnesses?","The four easy resolutions mentioned in the text are: 1. Limpiar (Clean): Wash hands before and after handling food, utensils, and surfaces. 2. Separar (Separate): Keep raw meat, poultry, eggs, fish, and their juices away from other foods. 3. Cocinar (Cook): Use a food thermometer to ensure cooked meat reaches a safe internal temperature. 4. Enfría (Chill): Refrigerate leftovers promptly and keep the refrigerator at 40°F or below."
"How Are You Adding Fruits and Vegetables? Your Plate Could Win $1,500! How are you putting more fruits and vegetables to your plate? USDA is challenging you to show how you’re adding more fruits and vegetables to your diet without straining your budget. Speaking of your budget, the challenge is offering cash prizes for creative videos! All you have to do is create a short video (approximately 30 seconds) showing how you build a healthy plate with fruits and veggies on a budget. What does YOUR MyPlate look like? Share your most inspiring tips, tricks, and how-tos. Get creative with your video! It can be a song, a skit, or a how-to in action, as long as it includes the message “Make half your plate fruits and vegetables.”  Marissa Duswalt, RD, Center for Faith-Based and Neighborhood Partnerships  Posted in  Food and Nutrition  Initiatives  Nov 10,   1 Response",What creative ways can individuals add more fruits and veggies to their plate without straining their budget?,"Individuals can add more fruits and veggies to their plate without straining their budget by getting creative with recipes, planning meals, shopping in season, and using affordable ingredients."
"Developing National Dietary Guidance for the Birth to 24 Months Age Group  Good nutrition is vital to optimal infant and toddler growth, development, and health. The importance of this age group has been emphasized by First Lady Michelle Obama, who said that “If our kids get into the habit of getting up and playing, if their palates warm up to veggies at an early age, and if they’re not glued to a TV screen all day, they’re on their way to healthy habits for life.” So, making sure that even the youngest infants and toddlers are on the road to a healthy life is critical, and having national dietary guidance for infants and children from birth to 24 months can help make this happen. The Dietary for Americans (DGA) provides sound advice for making food and physical activity choices that promote good health and a healthy weight, and help prevent disease for Americans, including Americans at increased risk of chronic disease. The DGA has traditionally focused on adults and children 2 years of age and older. Infants and toddlers from birth to 24 months of age have not been a focus in previous versions of the DGA because of their unique nutritional needs, eating patterns, and developmental stages.  Colette I. Rihane, Director, Office of Nutrition Guidance and Analysis, Center for Nutrition Policy and Promotion  Posted in  Food and Nutrition  May 06,   1 Response",What specific nutritional needs and eating patterns are unique to infants and toddlers from birth to 24 months that were previously overlooked by the Dietary Guidelines for Americans?,The specific nutritional needs and eating patterns unique to infants and toddlers from birth to 24 months include their unique developmental stages.
"Giving Thanks for America's Agricultural Producers  We would like to give thanks this holiday season to America’s farmers and ranchers who help bring delicious food to tables across the nation this holiday season. And just where in the United States are traditional holiday foods produced?  Joe Parsons, Director, Methodology Division, National Agricultural Statistics Service  Posted in  Food and Nutrition  Nov 22,   Respond to this story",What agricultural producers (farmers or ranchers) do American's typically give thanks to during the holiday season for helping bring traditional holiday foods to tables across the nation?,American's typically give thanks to farmers and ranchers.
"AMS Commodity Procurement Director in  USDA Results  Food and Nutrition  Mar 21,   An opportunity to reach a new market is a big deal for any company, but this is especially true when it comes to our nation’s 23 million small businesses. In their search to reach new markets, they not only compete against each other they also compete with larger establishments. To help them meet their goals, the Agricultural Marketing Service (AMS) offers some contracts exclusively for small businesses. This allows companies with less than 500 employees to compete against similar sized organizations to provide a service or product to the government. Small businesses are the glue that holds our economy together and AMS is committed to supporting them. Our Commodity Procurement Staff (CPS) recently purchased 25 million pounds of fresh russet potatoes in one of our small business procurements. While reducing a potential surplus in the market caused by a nearly 9 percent increase in U.S. potato production from the previous year, the purchase also enabled small businesses to sell products to the USDA. These companies sent their products to food and nutrition programs like the National School Lunch Program and food banks. The recent purchase will send 25 million pounds of fresh russet potatoes to food and nutrition programs like the National School Lunch Program and food banks. Photo courtesy of Michelle@TNS. AMS, along with other agencies in USDA, has employees dedicated to help small businesses understand federal procurement programs. Whether you are new to federal contracting or just learning about opportunities within USDA, there are a number of resources to help your business successfully compete for a contract. Companies looking to sell products to AMS should visit our Commodity Procurement website to see the list of foods the agency purchases and how they can become an approved vendor. All offers to supply products need to be placed through our Web-based Supply Chain Management System (WBSCM). This online tool houses all of the business processes for our procurements including: orders, solicitations, bids, awards, deliveries, invoices, and payments. Last year, the system was used to purchase 10 billion pounds of food. This includes $170 million worth of protein items from our nation’s producers -- many of which were small businesses -- who were devastated by the drought. AMS remains committed to creating opportunities for small companies looking to do business with our agency. After you become an approved vendor, get training on the WBSCM system by checking out the schedule of upcoming training courses. New vendors should go to the new vendor page and become approved. Anyone can obtain tailored information from our CP News to stay up to date on what’s happening in the world of commodity procurement.  Category/Topic:  USDA Results  Food and Nutrition  Tags:  AMS  drought  NSLP  Producers  small business","What online tool does AMS use to manage its procurements, including orders, solicitations, bids, awards, deliveries, invoices, and payments?",The Web-based Supply Chain Management System (WBSCM) is used by AMS to manage its procurements.
"Forest Service Partners with Shedd Aquarium on Great Lakes Exhibit  You can actually feel the wonder while discovering a new side of the U.S. Forest Service at Shedd Aquarium’s new Great Lakes Exhibit At Home on the Great Lakes. The Shedd Aquarium, on famous Lake Shore Drive in Chicago, unveiled the exhibit as part of its renovation of the facility’s historic Local Waters Gallery. The exhibit features exciting new interactive components. Visitors experience a connection to the Great Lakes through hands-on learning and up-close encounters with native Great Lakes species. “There is a strong connection between the health of national forests and the health of the Great Lakes,” said Regional Forester Kathleen Atkinson. “The Forest Service is thrilled to collaborate with the Shedd Aquarium to raise awareness about the interconnectedness of these resources.”  Leah Anderson, Eastern Region, U.S. Forest Service  Posted in  Forestry  Jul 29,   Respond to this story","What is the connection between the health of national forests and the health of the Great Lakes, according to Kathleen Atkinson, Regional Forester?","According to Kathleen Atkinson, there is a strong connection between the health of national forests and the health of the Great Lakes."
"Deputy Under Secretary for Food, Nutrition, and Consumer Services in  Food and Nutrition  Nutrition Security  Apr 11,  Last month, I spent three days in Michigan and while spring weather in the Great Lakes State doesn’t appeal to some, I was excited to make the trip. After all, when I was a student at the University of Michigan (Go Blue!), I volunteered at Food Gatherers. So, when asked to speak at their “The State of Our Plate” convening, I said, “Yes!” Some of the people in the room, who were classmates, continuously help federal nutrition programs operate successfully in Washtenaw County through their work to improve food access. I am deeply appreciative for their unwavering service and for showing up for families in need. Another set of Michiganders that I’m fiercely proud of are the school food service professionals. I joined the Oakland County child nutrition professionals at their 42nd annual workshop: Get Your Groove On for Child Nutrition. Day after day, they are feeding our future and giving kids a healthy start. After meeting with 15 Oakland County food service directors, I learned more about their local initiatives and their thoughts on the child nutrition proposed rules. I heard about Oakland County’s Better with Breakfast program, a groundbreaking public/non-profit collaboration between the Oakland County Board of Commissioners, Oakland Schools, and the United Way for Southeastern Michigan. Following the meeting, I also visited Waterford Kettering High School’s early lunch service, talked with students, and met with school administrators who couldn’t agree more that hungry children don’t learn well. But it is not just kids who need proper nutrition to thrive, nutrition security for all is critically important which is why USDA was thankful to be a part of the summit hosted by ProMedica and The Root Cause Coalition at Trinity Health Ann Arbor. Healthcare professionals, insurers, federal, state, and local government officials, and many others came together to discuss hunger as a public health issue. Hunger and diet-related diseases are almost entirely preventable and while USDA administers some of the most effective tools to help address these problems, USDA can’t fight this battle alone. One amazing model that provides access to healthy foods and bridges nutrition security and healthcare is The Farm at Trinity Health which I toured following the summit. Watch for an upcoming blog about The Farm and how it is growing a healthy community. Incredible! I left Michigan truly inspired by who I met and what I heard, and excited for the work we will do together in the days ahead.  Category/Topic:  Food and Nutrition  Nutrition Security  Tags:  Food and Nutrition Service  FNS  Food and Nutrition  Nutrition  children  school meals  Child Nutrition  food insecurity  Hunger  Collaborative Action  healthy food  Equitable Systems  Meaningful Support  healthy kids  You May Also Like  SNAP-Ed Connects Culture, Land, and Food  Healthier Foods, Healthier Minds  National Women’s History Month: Celebrating FNS’ Unsung Heroines",What specific initiatives or strategies were highlighted during the convening and summit as effective in addressing food insecurity and promoting nutrition security for all?,"According to the content, the following specific initiatives or strategies were highlighted: 1. Oakland County's Better with Breakfast program 2. The Farm at Trinity Health, which provides access to healthy foods and bridges nutrition security and healthcare. 3. Local initiatives in Washtenaw County that improve food access through federal nutrition programs. 4. School food service professionals' efforts to feed children a healthy start. These initiatives were highlighted as effective strategies for addressing food insecurity and promoting nutrition security for all."
"Agriculture Weather Update - 1/9/13  Visit www.usda.gov/drought for the latest information regarding USDA's drought assistance. Recent rains have dented drought in the Southeast, but southwestern and central portions of the U.S. have experienced little overall change in drought coverage.  By January 1, , the portion of the contiguous U.S. in drought stood at 61.09%, according to the U.S. Drought Monitor, down from a September peak of 65.45%.  Despite the slight decline in overall U.S. drought coverage, the portion of the nation experiencing the worst drought category – D4, or exceptional drought – has been slowly rising.  Exceptional drought covered 6.75% of the nation on January 1, the greatest U.S. coverage since November .  Brad Rippey, USDA Meteorologist, Office of the Chief Economist, 01/09/  Posted in  Conservation  Jan 09,   Respond to this story","What was the drought coverage percentage of the contiguous U.S. on January 1, according to the U.S. Drought Monitor?",The drought coverage percentage of the contiguous U.S. on January 1 was 61.09%.
"Former Auto Exec Trades Up   Some people have “heaven on earth.” Have you ever wondered who or what they were talking about?  If you were in Wyoming, it might have been Gary and Karen Ricley and their ranch along Slater Flats. When Gary was offered an early retirement from his executive job in the auto industry in , he was just 52 years old, so the Denver resident and his wife looked for a new adventure.  They learned about a short section of land for sale in southern Platte County, an area known as Slater Flats.   Kent Politsch, Chief, Public Affairs Branch, Farm Service Agency  Posted in  Conservation  Jul 09,   2 Responses","What motivated Gary and Karen Ricley to relocate from Denver to southern Platte County, Wyoming?","Gary and Karen Ricley relocated from Denver to southern Platte County, Wyoming, in search of a new adventure after Gary was offered early retirement from his executive job in the auto industry."
"Key Sage Grouse Habitat Protected in Colorado through a Conservation Easement Partnership  The recent conservation easement on the Yust Ranch in northwestern Colorado represents not only the preservation of a five-generation ranching entity, it also illustrates the vitality of partnerships that expand federal programs and initiatives aimed at protecting wildlife habitat, particularly for species of concern.  Petra Barnes, Natural Resources Conservation Service, Colorado  Posted in  Conservation  May 29,   1 Response",What type of partnership was involved in protecting key sage grouse habitat on the Yust Ranch in northwestern Colorado?,A conservation easement partnership.
