content,question,answer
"Administrator Approves Alaska College Student Center Transfer to Fine Arts Group  In June, Tammye Treviño, Administrator for Rural Housing and Community Facilities, traveled to Sitka and Ketchikan, Alaska for National Homeownership Month and discussions with community leaders on the intent of the USDA StrikeForce initiative in Southeast Alaska. Ms. Treviño also took time in Sitka to visit the historic Sheldon Jackson College campus, a private Christian liberal arts college that was an historic Alaska Native trade school in its inception in the ’s. The college stopped operating several years ago.  On the campus are two facilities, a student center and a day care center, funded through USDA Rural Development’s Community Facilities program. With the college closure, its board of trustees elected to transfer the entire remaining campus over to popular and growing fine arts nonprofit – Alaska Arts Southeast, Inc.  Larry Yerich, USDA Alaska – Public Information Coordinator  Posted in  Rural  Jul 25,   Respond to this story",What is the outcome of the Sheldon Jackson College campus' closure regarding its student center and daycare center?,"The two facilities on the campus (student center and daycare center) have been transferred to Alaska Arts Southeast, Inc."
"Executive Director of Food Services for New Haven Public Schools in  Initiatives  Food and Nutrition  May 06,   Cross posted from the Let's Move! blog:  Last week I had the wonderful opportunity to join 5 chefs from across the country, all of us being recognized as a Champion of Change. Working together as a team the six of us joined in a discussion with Under Secretary Kevin Concannon and Chef Sam Kass to discuss opportunities and challenges of the Chefs Move to Schools, a program of the Let's Move! initiative. The true spirit of Chefs Move to Schools (CMTS) is to engage children in their classroom through food. The program has morphed into a fun and educational program benefitting both school children and school nutrition professionals. One practice that is becoming popular is to have the program benefit both these groups; first by getting kids excited by a chef demo then having the chef step into the school kitchen, not to comment about the food, rather to work hands on with the kitchen staff to help re-educate them on basic kitchen skills. This quick educational lesson is often welcomed by the staff who see it as an opportunity to network with a local chef. Engaging organizations is important to seeing through with the success of CMTS. The American Culinary Federation, School Nutrition Association and Share Our Strength are the top three organizations involved to see through with the success of CMTS. Feeding children healthy school meals is important for several reasons but most importantly 32 million children participate in the National School Lunch Program and two thirds, yes two thirds of them qualify for free and reduced meals. At a time when one in four kids lacks access to nutritious foods every day, now is the time for everyone to step up to the plate, take baby steps and see to it that every meal that a child receives in school is a good one. Green and orange veggies, whole grains, minimally processed foods along with salad bars are a great start. The HealthierUS School Challenge and Let's Move! Salad Bars to Schools coupled with Let's Move! Salad Bars to Schools and CMTS are a good way to increase both excitement and healthy choices in schools, not to mention opening us funding opportunities. Thank you to President and Mrs. Obama and the Administration to putting Healthy Kids First on top of the agenda. To see a video of Tim Cipriano, please click here.   Category/Topic:  Initiatives  Food and Nutrition  Tags:  Champions of Change  Chefs Move to Schools  HealthierUS School Challenge  Let's Move  Let's Move! Salad Bars to Schools","What are some key strategies for promoting nutritious foods in schools, as highlighted by the Executive Director of Food Services for New Haven Public Schools?","The key strategies for promoting nutritious foods in schools include: * Engaging children through chef demos and hands-on kitchen experiences * Encouraging organizations to support initiatives like Chefs Move to Schools (CMTS) * Implementing healthy food practices, such as serving green and orange veggies, whole grains, minimally processed foods, and salad bars * Participating in programs like the HealthierUS School Challenge and Let's Move! Salad Bars to Schools."
"Veterans Find Unexpected Opportunities at AMS  When it comes time to transition from service in the military to a civilian job, many veterans do not immediately think to look for positions at the USDA.  There is an assumption that jobs with USDA are all farm-related – even those in the Agricultural Marketing Services (AMS).   In reality, there is a wide variety of opportunities within AMS and USDA as a whole. There are a number of jobs at AMS that overlap with different military specializations.  The agency has auditors who evaluate programs to make sure producers follow international standards and practices.  Positions in compliance and analysis, budget analysis, and information technology rely on skills like attention to detail and effective project management that are an essential part of armed services training.  Dave Trykowski, AMS Compliance, Safety and Security Division Director  Posted in  USDA Results  Aug 09,   Respond to this story",What military specializations have corresponding job opportunities at the USDA's Agricultural Marketing Services (AMS) agency?,"Compliance and analysis, budget analysis, and information technology jobs in AMS correspond with skills from various military specializations."
"USDA Celebrates National Small Business Week  America’s economy rides on the wheels of small businesses. The U.S. Small Business Administration says more than half of Americans either own or work for a small business. The contributions of these firms will be honored May 1-7 during National Small Business Week -- -- and USDA Rural Development is proud to join in the celebration. As the leading federal agency working exclusively to foster economic opportunity in rural America, Rural Development knows Main Street businesses drive the rural economy. Money earned and spent at a small town “mom-and-pop” store, or a small-scale manufacturer gets re-invested locally.  Lisa Mensah, Under Secretary, USDA Rural Development  Posted in  Rural  May 04,   1 Response",What role do small businesses play in driving the rural economy?,"Small businesses drive the rural economy by getting money earned and spent locally, which gets re-invested in the community."
"Food and Nutrition  Farming  May 13,    The USDA National Farmers Market Directory, affectionately called the “farmers market census” has extended its deadline for receiving information about the country’s farmers markets through June 4.  In , the USDA counted over 5,200 operational farmers markets in the country. Thanks to the diligence of dedicated market managers, state Departments of Agriculture, state farmers market associations and others, the USDA has already heard from several hundred new markets, indicating that the farmers market industry is continuing to thrive in . Farmers market managers, state Departments of Agriculture, state farmers market associations, and other farmers market operators can continue to list their markets at the USDA Farmers Market Directory Website. “[The USDA National Farmers Market Directory]” is a snapshot of what is happening in farmers markets, and demonstrates how the industry is growing and expanding,” wrote Rayne Pegg, the Administrator of the Agricultural Marketing Service (AMS) (the USDA agency that maintains the Directory) in a recent open letter to market managers.  “[The Directory] illustrates where the markets are, how big they are, how often they operate and other valuable information for policy makers, researchers, advocates, government officials, media and consumers."" The official results of the USDA National Farmers Market Directory will be released later this summer and include about farmers markets that have registered with the Directory up until June 4. In addition to knowing where and when farmers markets are operating, the National Farmers Market Directory also lists what federal nutrition assistance nutrition programs (like SNAP, WIC, SFMNP) are accepted at which farmers markets.  This is a critical way to map how farmers markets are making fresh, healthy, local food more accessible to more Americans. The bell has rung and farmers market season has now begun! (from L to R): Chef Jose Andres, Vice President of Operations Partner with Stir Food Group Ralph Rosenberg, Agriculture Deputy Secretary Kathleen Merrigan, Farmfresh Director Ann Yonkers, and Agricultural Marketing Service (AMS) Administrator Rayne Pegg open the Fresh Farm Market on Vermont Avenue near the White House.  Category/Topic:  Food and Nutrition  Farming  Tags:  AMS  Ann Yonkers  Chef Jose Andres  Farmers Market  Kathleen Merrigan  KYF2  Rayne Pegg","What is the purpose of the USDA National Farmers Market Directory, according to Rayne Pegg, Administrator of the Agricultural Marketing Service (AMS)?","According to Rayne Pegg, the purpose of the USDA National Farmers Market Directory is ""a snapshot of what is happening in farmers markets, and demonstrates how the industry is growing and expanding,"" and it illustrates where, how big, how often, and other valuable information for policy makers, researchers, advocates, government officials, media, and consumers."
"Apply Now for USDA Agricultural Education Funds - $8.85 Million Available  Farming is a risky business. Natural disasters and extreme weather can have immediate and devastating effects on farms, crops and livestock. That’s why it’s critical for producers to better understand those risks and how to properly plan for them.  Stefanie Pidgeon, Risk Management Agency, Public Affairs Specialist  Posted in  Farming  Jun 27,   Respond to this story",What specific steps can farmers take to mitigate the risks associated with natural disasters and extreme weather events?,"Farmers can take steps to mitigate risks by better understanding those risks and planning for them, such as developing risk management strategies or seeking insurance coverage."
"USDA Under Secretary for Food, Nutrition and Consumer Services in  Food and Nutrition  Sep 04,  Undersecretary Kevin Concannon meets with Sisters of the Holy Family, an order of nuns based in New Orleans. When a newspaper reporter asked me recently, “What can I tell our readers about the USDA programs,” I told her: “Most of what USDA’s Food and Nutrition Service does is through others.” As I travel throughout the country, I see how different organizations come together to carry out our mission of putting food on the table for those in need. In concert with FNS’ 15 nutrition assistance programs, hundreds of organizations are working hard every day to create the safety net against hunger that protects Americans. Without fanfare and with little public notice, coalitions of non-profits, religious organizations and groups of volunteers are often the first line of defense against hunger. One shining example of this excellent teamwork is in New Orleans where I recently met with Catholic Charities Archdiocese CEO Gordon Wadge and other representatives. They work hand in hand, using a combination of FNS programs, donations and community-building outreach techniques that aid people in many different ways across the city. For example, at Café Hope the food is prepared and served by disadvantaged, at-risk young people who might otherwise be on the street. I also talked with Tim Robertson the director of the Commodity Supplemental Food Program, Food for Families. Food for Families warehouses, pre-packs, and transports supplemental food boxes to more than 120 donation sites throughout Louisiana and where the program serves 60,000 people. I even visited a garden where former prison inmates, who are now members of AmeriCorps, work with the Sisters of the Holy Family. The Cornerstone Builders, as administered by Catholic Charities’ Office of Justice and Peace, eases formerly incarcerated individuals back into society by giving former inmates education, support and the opportunity to do community service. These examples don’t even scratch the surface of all that Catholic Charities does to enrich the lives of so many in New Orleans. Through their local service and the service of organizations like them across the United States, we strengthen the food safety net and our commitment to helping those in need.  Category/Topic:  Food and Nutrition  Tags:  Café Hope  Catholic Charities  Commodity Supplemental Food Program  FNS  Kevin Concannon  Louisiana  New Orleans","What examples illustrate excellent teamwork between organizations, such as Catholic Charities and AmeriCorps members, in carrying out USDA's mission of putting food on the table for those in need?","Examples that illustrate excellent teamwork include: * Café Hope, where disadvantaged young people prepare and serve food * The Commodity Supplemental Food Program (Food for Families), which warehouses, pre-packs, and transports supplemental food boxes to 120 sites in Louisiana, serving 60,000 people * A garden project where former prison inmates, now members of AmeriCorps, work with the Sisters of the Holy Family * The Cornerstone Builders program, administered by Catholic Charities' Office of Justice and Peace, which provides education, support, and community service to formerly incarcerated individuals."
"FNS Outreach Intern in  Food and Nutrition  Oct 17,  Farmer's Market near Plant City, Florida accepts SNAP benefits with an Electronic Benefit Transfer (EBT) card During tough times families can find it increasingly difficult to prepare cost-friendly meals. The SNAP-Ed Connection provides tools and resources to health educators that help dispel low income families make healthy eating an attainable goal. One of those tools is the recipe finder, an online tool that allows you to quickly locate pre-analyzed and budget-friendly recipes that may support your nutrition education goals or lesson plans. Over 600 healthy recipes are right at your fingertips! The recipe database also contains over 100 healthy takes on kid-friendly treats such as Baked Chicken Nuggets and Chocolate Chip Cookies, as well as recipes for the more sophisticated palate,  including Mediterranean Roasted Eggplant and Peanutty African Stew . Most recipes were written by SNAP educators and nutritionists, however all users are encouraged to submit delicious and healthy recipes of their own. The recipe finder is a great resource for discovering creative ways to use leftovers, and for finding low-cost proteins, one-pot meals, and dishes that use a limited number of commonly-found ingredients. Recipes that can be prepared in 30 minutes or less may provide busy moms and dads motivation to ""eat-in"" instead of grabbing food on the run. Eating in can save time and money plus improve the nutritional quality of your diet. In addition to a full nutritional breakdown, each recipe includes an estimated total cost and cost per serving so that SNAP-eligible participants can budget wisely and prepare inexpensive meals. The cost of the recipes may be used to discuss food budgeting skills as a supplement to an existing lesson plan. Recipes are also categorized by cuisine and can be printed or stored in a recipe file for later reference. Shopping lists that include all recipe ingredients are automatically generated when a user selects a recipe to prepare. Recipes that are ready in 30 minutes or less may help the reluctant cook ""eat-in"" versus grabbing food on the run; possibly saving time, money and increasing the nutrient quality of the diet. Each recipe includes an estimated cost to help SNAP eligible participants budget wisely and prepare inexpensive meals. The cost of the recipes may be used to discuss food budgeting skills as a supplement to an existing lesson plan. In addition to the SNAP-Ed recipe database, health educators and SNAP participants can find more ideas how to stretch food dollars here: retch Your Food and Vegetable Budget Eat Right When Money’s Tight (webinar) Eat Right When Money’s Tight (tip sheet) Manage Your Food Dollars Wisely Supermarket Savings: Six Tips That Can Total Big Bucks  Category/Topic:  Food and Nutrition  Tags:  FNS  Recipe Finder  SNAP  SNAP-Ed","What resource can health educators use to find healthy, cost-friendly recipes that meet their nutrition education goals or lesson plans?","The recipe finder, an online tool that provides over 600 pre-analyzed and budget-friendly recipes."
"Director, International Programs Office, National Agricultural Statistics Service in  Food and Nutrition  Oct 14,  USDA's National Agricultural Statistics Service (NASS) is the gold standard in providing timely, accurate and useful statistics in service to U.S. agriculture. But beyond the hundreds of surveys the agency conducts each year on behalf of U.S. ag, NASS has been helping to establish and improve agricultural statistics systems in countries around the world since the end of World War II. NASS’s international projects are especially relevant as we mark World Food Day this Sunday, Oct. 16. Our international programs provide technical assistance that aims to strengthen statistical organizations in foreign countries. Improved agricultural systems can provide more and better information that is critical to addressing major global concerns like food insecurity and shortfalls in regional food production. Over the past decade, NASS has had the privilege to help more than 30 developing countries in Africa, Central and South America, Asia and Central and Eastern Europe to develop and improve their agricultural statistics programs. Now NASS and USDA staff will have the opportunity to share their research and explore the latest methodological innovations by countries and development partners when the Ninth International Conference on Agricultural Statistics (ICAS XI) comes to Washington, DC, May 17-19, . ICAS IX, organized by USDA and the World Bank, in coordination with the Food and Agriculture Organization of the United Nations, brings together statistical experts from around the world. The focus of next year’s conference will be, “Harnessing to inform an equitable and sustainable agri-food systems transformation.” Potential themes for conference sessions include natural resource use, rural development, collection and quality, capacity building in agricultural statistics and more. The conference provides a unique networking and learning opportunity at a time when access to high-quality agricultural statistics is as important as ever. Visit www.icas.org for more information and details on registration.  Category/Topic:  Food and Nutrition  Tags:  agricultural statistics  statistics  NASS  National Agricultural Statistics Service  international agricultural  USDA Science  You May Also Like  Titanic Agricultural Statistics  NASS Uniquely Positioned to Conduct Hemp Survey","What are some potential themes for discussion at the Ninth International Conference on Agricultural Statistics (ICAS XI), focusing on methodological innovations and agri-food systems transformation?",Some potential themes for conference sessions at ICAS XI include: * Natural resource use * Rural development * Collection and quality of agricultural statistics * Capacity building in agricultural statistics.
"in  Research and Science  Dec 10,   This post is part of the Science Tuesday feature series on the USDA blog. Check back each week as we showcase stories and news from USDA's rich science and research portfolio. It is astounding to reflect at the end of the year and realize once again how many pieces came together each day, each week, and each month to make sure the United States has the best official agricultural statistics. It is something of a well-oiled machine made up of America’s farmers, statisticians, modern technology, deep agricultural knowledge, and the most basic elements of human interaction - trust and hard work - that brings forth these useful and objective on time year after year since . It takes hundreds of thousands of producers responding to a multitude of surveys each year, in addition to the every-five-year Census of Agriculture which USDA’s National Agricultural Statistics Service (NASS) conducted this year, to provide the source information about U.S. farm production.  For this, we thank each individual producer who takes the time to complete the surveys.  Get a first look at the Census of Agriculture on February 20, at the Ag Outlook Forum. The small army of dedicated NASS staff and enumerators prepare the surveys, gather the information from producers, analyze and aggregate the information and then prepare and release the . Everyone takes their jobs seriously and is committed to producing the best agricultural statistics available. We are honoring many this week with an award ceremony and certificates of recognition for truly outstanding contributions. And why do we need these agricultural statistics? On a practical level, there are examples such as a Pennsylvania township using information about dairy farms to determine which roads to plow first in a snow storm so that milk could get to market instead of potentially being dumped. And the beginning farmer who used to determine where to locate her organic farm based on the proximity of farm services, other organic farms, and other criteria that would create a favorable business environment her operation. Or the trucking company that wanted to determine the best location to expand based on where large volumes of certain grains and byproducts are produced. In the big picture, we need them to understand local and global food supply, ensure smooth domestic and international trade, and to inform local and national food, land and farm policy. Many federal agencies and policy makers use the information for programs such as crop insurance, determining the use of and need for conservation programs, animal health and financial assistance. Since we collect the information personally, we often hear from producers just how important these are to them. And not just the producers – researchers, commodity market analysts, agricultural businesses, food companies, and students are among many others can tell you how they used the nearly every day.   Take a minute and explore the broad array of NASS to learn more about agriculture in your county and nation and tell us how you use NASS .  Category/Topic:  Research and Science  Tags:  Census of Agriculture  dairy  Farmers  NASS  organic  Pennsylvania  Producers  Science Tuesday  statistics","What is the primary source of information for U.S. farm production, and how do farmers, statisticians, staff enumerators, and modern technology contribute to this process?","The primary source of information for U.S. farm production is hundreds of thousands of producers responding to a multitude of surveys each year, in addition to the every-five-year Census of Agriculture conducted by USDA's National Agricultural Statistics Service (NASS). Farmers, statisticians, staff enumerators, and modern technology all contribute to this process through their hard work, dedication, and commitment to producing accurate agricultural statistics."
"Silent Cultural Symbols that Speak Volumes  Quietly waiting for you in our national forests and grasslands are what remains of long past civilizations and cultures. Some of these sites still have direct spiritual or cultural meaning to folks today while others are a complete mystery of what once was of a vanished people. Yet, in both cases, the adventurer is reminded of the centuries-old relationship between people and the land. It’s this relationship between land and people that gives the U.S. Forest Service such pride in knowing that we protect these irreplaceable symbols that ancient peoples left to us. These near mystical treasures can be found from the Olympic National Forest in Washington State to the Dakota Prairie Grasslands of North Dakota to the George Washington and Jefferson National Forest of Virginia.  Robert Hudson Westover, U.S. Forest Service  Posted in  Forestry  Apr 01,   Respond to this story",What measures do the U.S. Forest Service take to protect irreplaceable cultural symbols left behind by ancient civilizations?,The U.S. Forest Service takes pride in protecting these irreplaceable cultural symbols through preservation and conservation efforts.
"Scientists Saving Our World  This post is part of the Science Tuesday feature series on the USDA blog. Check back each week as we showcase stories and news from the USDA’s rich science and research portfolio. In the s, U.S. Navy recruiting posters exhorted young men to “Join the Navy and see the world!”  If USDA’s Agricultural Research Service (ARS) chose a similar slogan, it would probably be, “Join ARS and change the world!”  Sandy Miller Hays, Public Affairs Specialist, USDA Agricultural Research Service Information Staff  Posted in  Research and Science  Dec 06,   Respond to this story",What program or initiative by the USDA's Agricultural Research Service (ARS) aims to promote its scientific research and change the world?,"The ""Join ARS and change the world!"" slogan suggests that the USDA's Agricultural Research Service (ARS) has an initiative called ""Scientists Saving Our World"" which aims to promote its scientific research and make a positive impact on society."
"APHIS Public Affairs Specialist in  Animals  Plants  Trade  USDA Results  Jun 27,  A U.S. delegation, led by Dr. Jack Shere, USDA Chief Veterinary Officer, and Dr. John Clifford, U.S. Delegate to the World Organization for Animal Health (OIE) participated in the 84th General Session in Paris, France. International trade is a key factor in the economic and financial stability of many countries.  Trade restrictions resulting from an animal disease outbreak can have devastating economic effects.  With this in mind, USDA’s Animal and Plant Health Inspection Service signed three international agreements on this very topic last month at a meeting of the World Organization for Animal Health (OIE) in Paris, France.  These agreements will make it easier to maintain safe and fair trade of animals and animal products if an animal disease outbreak occurs. They emphasize the cooperation and understanding of the countries involved to promote shared knowledge, and resources, which can be crucial during an animal health event. The three arrangements, signed by the United States, relate to the International Animal Health Emergency Reserve (also signed by Australia, Canada, Ireland, New Zealand, and the United Kingdom), the Sharing of Vaccines for Foot and Mouth Disease (Australia, Canada, Mexico, and New Zealand), and Supporting the Recognition of Zoning for Foreign Animal Disease Outbreaks (Australia, Canada, and New Zealand). The International Animal Health Emergency Reserve agreement allows for countries to share emergency response teams and personnel as needed during animal disease outbreaks.  It also lets the countries involved to act rapidly and more effectively control and eradicate an outbreak. The Sharing of Vaccines for Foot and Mouth Disease agreement allows for countries to more readily request and consider requests for FMD vaccine from their respective FMD vaccine banks. This particular arrangement provides an opportunity to share vaccine resources can be beneficial during an outbreak and leaves the door open to include other countries’ FMD banks if there is future interest. Supporting the Recognition of Zoning for Foreign Animal Disease Outbreaks agreement allows countries to understand and accept each other’s processes for managing outbreaks and paves the way for recognizing “zones” for trading purposes.  This arrangement would allow for trade to be resumed early from disease-free zones and support continuing trade from affected zones where biosecurity risks can be effectively managed through specific import conditions, such as product treatments. Our animal health experts have a shared vision to safeguard our nation’s agricultural resources and to support international trade and cooperation while preventing the introduction of dangerous and costly disease in our country.  These agreements will complement our existing preparedness activities and benefit not only US producers and consumers, but the global community.  Category/Topic:  Animals  Plants  Trade  USDA Results  Tags:  animal diseases  Animals  APHIS  France  International Trade  Trade","What agreements have been signed by the United States and other countries, such as Australia, Canada, and New Zealand, to promote shared knowledge, resources, and cooperation in managing animal disease outbreaks and maintaining safe international trade?",The three agreements signed are: 1. International Animal Health Emergency Reserve 2. Sharing of Vaccines for Foot and Mouth Disease 3. Supporting the Recognition of Zoning for Foreign Animal Disease Outbreaks
"Interactive Online Resource to Learn about Climate Change Adaptation  The Climate Change Resource Center (CCRC) has recently released a new education resource on climate change adaptation responses to help the USDA Forest Service, USDA Climate Hubs, other agencies, and the general public learn more about responding to a changing climate.  The CCRC is an online, nationally-relevant resource that connects land managers and decision-makers with credible, relevant, and useable science to address climate change in natural resource planning and application. Natural resource managers are already observing changes in their forests and rangelands and experiencing challenges managing these lands in a changing climate.  In order to continue to maintain healthy forests and rangelands into the future, land managers need to understand how to address these challenges and respond to climate change effects.  This requires that managers assess the vulnerabilities and risks associated with climate change and choose the best course of action for the landscapes they manage.  Kailey Marcinkowski, Northern Research Station, U.S. Forest Service  Posted in  Initiatives  Forestry  Dec 21,   Respond to this story",What are some key steps that land managers can take to assess vulnerabilities and risks associated with climate change in order to make informed decisions about the future of forests and rangelands?,"Land managers can take the following key steps to assess vulnerabilities and risks associated with climate change: 1. Assess observed changes in their forests and rangelands. 2. Identify potential impacts of climate change on these lands. 3. Evaluate existing management strategies for effectiveness in a changing climate. 4. Choose the best course of action based on credible science, such as those provided by resources like the Climate Change Resource Center (CCRC)."
"Back to School, Back to Healthy After-School Snacking  Kids love to snack.  But snacking—if done right—doesn’t have to be a bad thing. There are plenty of tasty and healthy options available that will help satisfy the snack-attack of even the pickiest eaters. Incorporating fresh fruit, like watermelon, into after-school snacks is a great choice for kids who have a bit of a sweet tooth.  And, as an excellent source of Vitamins A, B6 and C, a two-cup serving of watermelon packs a good nutritional punch that any parent can appreciate.  Watermelon Sandwich Wraps can be a perfect after-school snack.  For more creative ideas on how to serve this healthy treat, take a look at the top ten ways to enjoy watermelon.   Charles W. Parrott, Deputy Administrator, AMS Fruit and Vegetable Program  Posted in  Food and Nutrition  Aug 28,   Respond to this story",What are some healthy and tasty options for after-school snacking that even picky eaters might enjoy?,"Fresh fruit, such as watermelon, is a great choice for healthy and tasty after-school snacking that even picky eaters can enjoy."
"Will Chestnuts Roast on an Open Fire Again Someday?  This post is part of the Science Tuesday feature series on the USDA blog. Check back each week as we showcase stories and news from USDA’s rich science and research portfolio. Today we learn more about how the National Institute of Food and Agriculture invests in and advances agricultural research, education and extension and seeks to make transformative discoveries that solve societal challenges. Seventy years ago, when Nat “King” Cole first regaled us about roasted chestnuts in The Christmas Song, not many Americans could actually enjoy the treat because American chestnut trees were in dire straits. The predominant tree in Eastern American forests was nearing the tail end of a 50-year blight that killed an astonishing three to five billion trees, making the species functionally extinct. Now, however, researchers supported by USDA’s National Institute of Food and Agriculture (NIFA) are working to restore the American chestnut and may be only a few years away from bringing back the iconic tree.  Alexandra Wilson, National Institute of Food and Agriculture  Posted in  Research and Science  May 10,   5 Responses",Will USDA researchers' efforts to restore the American chestnut be enough to revive the tradition of roasted chestnuts being enjoyed around Christmas fires again within the next few years?,"According to the text, yes, researchers may be only a few years away from bringing back the iconic tree, potentially reviving the tradition of roasted chestnuts."
"Posted by Vicki Schurman, Nebraska’s Rural Development Public Affairs Specialist in  Energy  Rural  Mar 30,   Nebraska news media, including local daily and weekly newspapers and radio stations around the state highlighted the energy tour conducted by USDA Rural Development Nebraska State Director Maxine Moul on March 23.  She met with three Nebraska businesses that were assisted through the Rural Energy for America Program (REAP) for energy efficiency improvements.  The visits stemmed from the release of the USDA report highlighting the impact of the program on promoting energy efficiency and renewable energy. Business visits started with Main Street Floral, LLC in Superior, which received a grant of more than $5,000 to install an energy efficient front door, windows and lighting.  The improvements also gave the store a new main street updated curb appeal.  Monson’s Garage in Sutton utilized a nearly $2,800 grant for energy efficient polyurethane foam roofing and replacing the interior lights.  The business realized a savings of 64 percent in year one and 70 percent in the second year after project completion.  Greg’s Market in Exeter utilized a more than $11,000 grant to install energy efficient freezers, new compressor units and lighting.  The business realized actual energy savings of 46 percent in year one and 33 percent in the second year after project completion. Greg Yound of Greg’s Market in Exeter accepts certificate from State Director Maxine Moul for the new freezers resulting from an energy efficiency grant.  Category/Topic:  Energy  Rural  Tags:  Energy  Hispanic Employment Council of Nebraska  Maxine Mou  REAP  Rural Development","What energy-efficient upgrades did Monson's Garage in Sutton, Nebraska receive through a USDA Rural Development grant?","Monson's Garage in Sutton, Nebraska received a nearly $2,800 grant for energy efficient polyurethane foam roofing and replacing the interior lights."
"in  USDA Results  Jul 28,   One of the great things about being Secretary of Agriculture is that I get to see first-hand how truly vast our great nation is.  It’s been my privilege to represent USDA and President Obama from Alaska to Florida and from North Dakota to New Mexico.  Of course, I also spend quite a bit of time in the Midwest.  The scope of rural America is truly awesome, and so are the challenges we face as we work to create jobs and improve the quality of rural life. Earlier this week, I delivered the keynote address at the Council on Foundations Rural Philanthropy Conference in Kansas City, and I urged those in attendance to work hand-in-hand with us, our counterparts in state and local government, faith based organizations and non-profits to bring substantial, sustainable improvement to rural living conditions in small, rural communities across the country. The theme of the Rural Philanthropy Conference is “Innovate, Implement, Impact.” The nation’s top innovative philanthropic leaders convened in Kansas City, MO, from July 25-27, . Secretary Vilsack discussed the crucial role philanthropy will play with the newly created White House Rural Council and how foundations have the ability to leverage private capital to invest in rural communities. USDA photo by George McCusker. President Obama said in a State of the Union Address that it shouldn’t matter where someone lives, they should be able to achieve their full potential. I fully agree.  That should be true no matter if someone lives in Manhattan New York; Manhattan, Kansas or Manhattan Beach, Oregon.  Using the power of the Internet, a student in rural America should have access to cutting edge information, the finest teachers and the resources they need to compete.  We have helped make this a reality in much of rural America, but there is much more to do.  Especially in these difficult economic times, government resources are not enough to accomplish our objectives.  And the Internet is just one piece of the puzzle.  Health care, public safety, clean water, great schools, and affordable, reliable power service is all if rural America is to thrive. That’s where philanthropy comes in.  In my address, I asked the philanthropists in attendance to forge new partnerships to increase rural investment.  I seek a full partnership across political and geographic boundaries to maximize the impact of the limited resources and help the 50 million residents of rural America thrive. In June, I was selected by the President to chair the White House Rural Council.  Later this summer, I will chair a series of meetings to advance the Council’s objectives.  Philanthropists not only have a place at the table, I want to work with them to set the table.  Together, we can improve the quality of rural life and in doing so, boost the economic health of all of America, rural and urban. The theme of the Rural Philanthropy Conference is “Innovate, Implement, Impact.” The nation’s top innovative philanthropic leaders convened in Kansas City, MO, from July 25-27, . USDA photo by George McCusker.  Category/Topic:  USDA Results  Tags:  Philanthropy  President Obama  Tom Vilsack  White House Rural Council","What key role do philanthropists play in achieving the objectives of improving rural life and boosting the economic health of America, as discussed by Secretary Vilsack at the Rural Philanthropy Conference?","According to Secretary Vilsack, philanthropists play a crucial role in leveraging private capital to invest in rural communities, and are key partners in achieving the objectives of improving rural life and boosting the economic health of America."
"Snowshoe Race supports New Mexico Forest’s Trails  Can you picture yourself running in a 5K race on a crisp winter morning at the top of a 10,678-foot, snow-covered peak in snowshoes? That's what approximately 150 adventurous people did when they competed in the 11th annual Sandia Snowshoe Race on Jan. 19, . The race is sponsored by the Friends of the Sandia Mountains, with proceeds supporting the preservation and maintenance of the trails and picnic areas on the Cibola National Forest and Grasslands' Sandia Ranger District in Tijeras, N.M. The Sandia is a compact district of around 100,000 acres that includes the 37,200-acre Sandia Mountain Wilderness just east of Albuquerque. Because of its proximity to a metropolitan area, more than 1 million people visit the district each year. Visitors come for a variety of recreational activities – hiking, mountain biking, picnicking, rock climbing and horseback riding. In the winter, weather permitting, there’s cross-country skiing and snowshoeing.  Ruth Sutton, Cibola National Forest, U.S. Forest Service  Posted in  Forestry  Feb 04,   Respond to this story","What recreational activity can be enjoyed at the Sandia Mountain Wilderness in winter, besides snowshoeing?",Cross-country skiing is another recreational activity that can be enjoyed at the Sandia Mountain Wilderness in winter.
