content,question,answer
"US Forest Service in  Forestry  Jun 16,  Ghost stories illustration by Mary Horning, US Forest Service. Shadows start falling fast while you scurry to gather the last scraps of dead wood before it’s too dark – and too scary – to leave the relative security of the campsite on your favorite National Forest or Grassland. But, once the fire is safely lit, everyone gathers around to start roasting marshmallows and listen to…ghost stories! No one really knows when or how the tradition of telling scary ghost stories around a campfire began. It just did, and we really like to do it. In fact, there are many books out there that provide those with less creative story telling talents to get a group of outdoors enthusiasts nervously shifting their eyes and jumping at the sound of what was certainly a twig being broken by the heavy foot of a monstrous creature in the night or, yes, even a clumsy ghost. There are many reasons most of us, to some degree, are afraid of the dark especially while outside. Some believe it’s simply an evolved trait that kept us from, well, being eaten by the above mentioned monstrous creature in the night. All I know is as a creative writer myself, I really looked forward to trying out my story telling skills around a campfire. Sometimes my spooky tales are really creative like the ghost of Isabella who haunted a nearby meadow searching for her child who wandered off and was never seen again. And, sometimes, my stories are complete rip-offs from classics like Washington Irving’s headless horseman, albeit with a little twist. My headless dude was a lumberjack who literally lost his head in a bizarre tree cutting accident that really challenged my imagination to the delight of those around me. But, bad, good or just silly—ghost stories that really scare you are best served around a campfire with friends and family. So start your summer this Great Outdoors Month and Get Outdoors with some really spooky and memorable fun!  Category/Topic:  Forestry  Tags:  Forestry  FS  ghost stories  Great Outdoors Month","What classic tale, given a twist by the author, involves a lumberjack who loses his head in a bizarre accident?","Washington Irving's ""The Headless Horseman"" is given a twist by the author to involve a lumberjack who lost his head in a tree cutting accident."
"Traveling to South Korea for the Olympics? Bring Back Great Memories, Not a Pest or Disease  The Winter Olympics begin shortly in South Korea, bringing us two weeks of incredible athletic performances. While many of us will watch the games from our TVs, computers or phones, some lucky individuals will travel to witness the games in person. And when traveling, people often bring back items as souvenirs or as gifts for those of us at home. If you are traveling to the Olympics (or anywhere outside the country), keep in mind there are rules about agricultural products being brought into the U.S.  Joelle Hayden, APHIS Public Affairs  Posted in  Animals  Feb 06,   Respond to this story",What souvenirs should Olympic travelers avoid bringing back from South Korea to prevent bringing pests or diseases into the US?,"Travelers should avoid bringing back agricultural products, such as fruits and vegetables, which can carry pests or diseases that could be introduced to the US."
"Innovation Leads the Way for Farmers in Oregon  Cross posted from the White House Rural Champions of Change website: Deborah is the Vice President of Food and Farms at Ecotrust, a non-profit organization based in Oregon.   Talishia Sears, Web Communications Intern, USDA  Posted in  Initiatives  Conservation  Food and Nutrition  Rural  Aug 19,   Respond to this story","What innovative approaches is Ecotrust taking in Oregon to support farmers and promote food nutrition, according to the Vice President of Food and Farms at the organization?","Unfortunately, the provided content does not explicitly state what innovative approaches Ecotrust is taking in Oregon. It only mentions that Deborah is the Vice President of Food and Farms at Ecotrust, but it doesn't provide any specific information about their initiatives or projects."
"Keeping Terrapins Away from JFK  It’s been a busy spring for USDA Wildlife Services’ biologist Jenny Mastantuono and her staff, who work at John F. Kennedy (JFK) International Airport solving wildlife conflicts with people and planes.  Jim Barrett, APHIS Public Affairs, Riverdale, MD  Posted in  Animals  Plants  Jun 04,   5 Responses",What strategies do Jenny Mastantuono and her team use to prevent terrapins from accessing JFK International Airport?,"The article does not explicitly state the strategies used by Jenny Mastantuono and her team to prevent terrapins from accessing JFK International Airport. However, it implies that they are working on solving a wildlife conflict, suggesting that they have implemented some measures or plan to do so to keep terrapins away from the airport."
"“Improving Implementation of the Information Quality Act” Office of Management and Budget (OMB) Memorandum M-19-15 requires that Federal Agencies reinforce, clarify, and interpret agency responsibilities under the Information Quality Act (IQA).1 In , the Office of Management and Budget issued for Ensuring and Maximizing the Quality, Objectivity, Utility and Integrity of Information Disseminated by Federal Agencies2 (""""). The principles and core responsibilities described in the remain sound and relevant for agency practice; however, additional guidance is to address changes in the information landscape and to incorporate best practices developed over time.  This Memorandum updates implementation of the to reflect recent innovations in information generation, access, management, and use, and to help agencies address common problems with maintaining information quality. USDA is committed to the requirements of and compliance with M-19-15: : Peer Review Bulletin , 2.2: Open  : Extended/Secondary Use : Extended/Secondary Use :  Models/Machine Learning : Non-Federal   – 3.5: Privacy/Confidentiality Follow our Progress at the IQ Community. Community%20Home.aspx IQ Question: 202 267- General Requirements These general information quality apply to all types of information disseminated by USDA agencies and offices..  USDA will strive to ensure and maximize the quality, objectivity, utility, and integrity of the information that its agencies and offices disseminate to the public.   USDA agencies and offices will adopt a basic standard of quality (including objectivity, utility, and integrity) and take appropriate steps to incorporate information quality criteria into their information dissemination practices.   USDA agencies and offices will review the quality (including objectivity, utility, and integrity) of information before it is disseminated to ensure that it complies with the standards set forth in these .   USDA agencies and offices will treat information quality as integral to every step in their development of information, including creation, collection, maintenance, and dissemination.   In accordance with OMB guidance, when collecting information that requires OMB clearance under the Paperwork Reduction Act, USDA agencies and offices will demonstrate in the clearance package submitted to OMB that the information collection would result in information that will comply with OMB and USDA information quality . The following information quality criteria comprise the general quality standards that USDA agencies and offices will follow in developing and reviewing information and disseminating it to the public.   Objectivity  USDA agencies and offices will strive to ensure that the information they disseminate is substantively accurate, reliable, and unbiased and presented in an accurate, clear, complete, and unbiased manner.   To the extent possible, consistent with confidentiality protections, USDA agencies and offices will identify the source of the information so that the public can assess whether the information is objective. Utility   USDA agencies and offices will assess the usefulness of the information they disseminate to its intended users, including the public.  When transparency of information is relevant for assessing the information's usefulness from the public's perspective, USDA agencies and offices will ensure that transparency is addressed in their review of the information prior to its dissemination.  USDA agencies and offices will ensure that disseminated information is accessible to all persons pursuant to the requirements of Section 508 of the Rehabilitation Act. Integrity   USDA agencies and offices will protect information they maintain from unauthorized access or revision to ensure that disseminated information is not compromised through corruption or falsification.  USDA agencies and offices will secure their information resources by implementing the programs and policies by the Government Information Security Reform Act.  USDA agencies and offices will maintain the integrity of confidential information and comply with the statutory requirements to protect the information it gathers and disseminates.  These include: The Privacy Act of , as amended; The Paperwork Reduction Act of ; The Computer Security Act of ; The Freedom of Information Act; and OMB Circulars A-123, A-127, and A-130. The following Agencies and Staff Offices that have no peer review agenda to report in :  Agencies  Agricultural Marketing Service  Agricultural Research Service  Animal and Plant Health Inspection Service  Center for Nutrition Policy and Promotion  Farm Service Agency  Food and Nutrition Service  Food Safety and Inspection Service  Foreign Agricultural Service  Grain Inspection, Packers and Stockyards Administration  National Agricultural Library  National Agricultural Statistics Service  National Institute of Food and Agriculture  Natural Resources Conservation Service  Risk Management Agency  Rural Development  Staff Offices  Departmental Management  National Appeals Division  Office of the Assistant Secretary for Civil Rights  Office of the Chief Financial Officer  Office of the Chief Information Officer  Office of Communications  Office of Congressional Relations  Office of Budget and Program Analysis  Office of the Executive Secretariat  Office of the General Counsel  Office of the Inspector General","What are the general information quality requirements that USDA agencies and offices must follow when disseminating information to the public, as outlined in the ""Improving Implementation of the Information Quality Act"" Memorandum?","1. Objectivity: Ensure substantively accurate, reliable, and unbiased information. 2. Utility: Assess the usefulness of the information for its intended users, including transparency and accessibility. 3. Integrity: Protect information from unauthorized access or revision, maintain confidentiality, and comply with relevant laws and regulations (such as the Privacy Act, Paperwork Reduction Act, Computer Security Act, Freedom of Information Act, and OMB Circulars)."
"Digital Blog News and information about activities, policies and programs of the Department and its employees. Blog Archives Archive of blogs from the Department. Social Media Listing of the Department's digital channels and resources, including social media, RSS feeds, policy and . Press Ag Update U.S. agricultural trade . Contact USDA Press Office Contact information for media queries. News Archives Archive of press releases, transcripts, and speeches. Press Releases Latest news and press releases. TV & Radio Daily Radio Newsline Daily radio broadcasts of news and events. Radio News Media broadcasts of news and events related to agriculture. USDA Live Live broadcasts of news and events. Weekly Radio Features Weekly radio broadcasts of news and events.","What are some ways that the Department uses digital channels, such as blogs and social media, to disseminate information about its activities, policies, and programs?",* Blogs (Digital Blog News) * Social Media * RSS feeds (Social Media Listing) * Press releases (Press Releases) * Live broadcasts (USDA Live)
"NRCS Arkansas in  Conservation  Jul 13,  The stream bank next to Deanna Young’s home after stabilization. Although raging waters had subsided at Deanna Young’s home in Ponca, Ark., a flood of emotions hit her when she found out USDA’s Natural Resources Conservation Service (NRCS) would pay 100 percent of the cost of protecting her home from falling into Adds Creek. “I couldn’t hold back the tears,” Young said. “My prayers had been answered.” After the creek flooded her property in April, washing away the stream bank next to the house where she lives with her three children, Young had qualified for help under the Emergency Watershed Protection (EWP) program. But the program asks beneficiaries to come up with one-quarter of the cost of rebuilding after a flood damages their property. Young couldn’t afford the cost-share, and the bank turned down her loan request. The mother of three, who works a full-time job at a Christian book warehouse and also holds down two part-time jobs cleaning buildings and mowing a cemetery, wasn’t sure what to do next. But Margaret Lonadier, NRCS district conservationist for Boone and Newton counties, continued to follow up with Young—and she had an idea. Although the EWP program doesn’t normally allow NRCS to pay 100 percent of the cost of repairs to an individuals’ property, a waiver can be granted for unusual situations or circumstances. And, when the cost-share became an issue, Lonadier sent a note to Arkansas State Conservationist Mike Sullivan, who is the person authorized to pursue waivers in the state. The cost-share waiver was approved, and work began almost immediately on the Youngs’ property. It was completed in June. The project stabilized the stream bank, which is only 8 feet from Young’s house. During the flood, a 10-foot-wide by 240-foot-long swath of the stream bank was washed down Adds Creek to the Buffalo National River. Stabilizing the stream bank will not only protect the home, but will also prevent more sediment from washing into the Buffalo National River. Sediment is a major cause of water pollution. Margaret Lonadier (left), NRCS district conservationist for Boone and Newton counties, and Deanna Young discuss the work that will done to stabilize the stream bank beside Young’s house.  The bank was stacked with gabions, rectangular wire containers filled with rocks and soil. The gabions will reinforce the stream bank and act as a 9-foot-tall retaining wall protecting Young’s home. Find out more about the Emergency Watershed Protection (EWP) Program. Check out more conservation stories on the USDA blog. Follow NRCS on Twitter.  Category/Topic:  Conservation  Tags:  Arkansas  Conservation  Emergency Watershed Protection Program  Margaret Lonadier  NRCS  Ponca","Can NRCS grant cost-share waivers for unusual situations or circumstances, allowing them to pay 100 percent of the cost for emergency watershed protection projects?",Yes.
"U.S. Forest Service in  Forestry  Apr 07,  Current range permittee Lynn Sanguinetti and Fred Wong, U.S. Forest Service district ranger, stand in front of a cabin once used by Chinese cowboys in . The cabin is on the Stanislaus National Forest. (U.S. Forest Service) The often-forgotten footprints of Chinese immigrant laborers cover the floor of America’s national forests, railroads and mines. These laborers left behind physical and cultural remnants of the past woven into the fabric of our country. The U.S. Forest Service is partnering with The Chinese American Historical Society and others to ensure the legacy of these early American immigrants is long remembered. The partnership is working on a website scheduled to launch in April that will highlight more than 50 Chinese heritage sites with self-guided tour information for destinations in California and Nevada. The partnership goal is to schedule guided tours during the summer of in both states. “Traces of Chinese history, long forgotten by many, can be found within the present day boundary of the Stanislaus National Forest,” said Lisa DeHart, a Forest Service archaeologist in California. “Chinese laborers contributed to building portions of the Columbia and Stanislaus Miners Ditch, segments of the Westside Lumber Companies railroad grade and the Big Gap Flume. “However, few people are aware that Chinese men also were cowboys, as evidenced by the Chinese names left behind on the wall of the Cooper Cabin, a high-elevation range cabin in the Emigrant Wilderness.” The retelling of these stories is important because their existence during the mid- to late-s often solicited hatred. Newspaper articles focused more on describing Chinese as foreign threats to the American workforce and editorial cartoons were often racist. In reality, many Chinese immigrants were driven from mining camps and eventually Chinatowns through intimidation, arson, violence and murder. Those who managed to survive were either returned to China or moved into larger cities. But the evidence of their hard work and dedicated contributions remain scattered across the physical landscape, in documents deep in the recesses of local historical societies and in government records. Through our research on the Stanislaus and other forests, we have found many interesting historical sites that highlight Chinese-American contributions to developing of the west. Those examples include what many would suspect: railroad tunnels, railroad and road grades, water ditches and tunnels, flumes, stone walls and corrals, battlefields, agriculture, wine cellars, lumber camps, mining camps, Chinatowns, businesses, temples, and more. The wooden Big Gap suspension flume is an example of incredible engineering for . It towered 25 stories high and spanned almost a half-mile across and brought water to the mines, ranges and farms of the surrounding communities. Only documentation remains of the flume, which rotted and was replaced by the end of that century. Hundreds of miles of stone walls built by Chinese stone masons also attest to their industry. The walls snaked through the foothills of the Sierra Nevada and were used to manage cattle on Quick Ranch in Mariposa County in the mid-s. The Forest Service and other government and non-government agencies are remembering the past and the nation’s rich historic and cultural heritage as part of Preservation50, a three-year celebration of the enactment of the National Historic Preservation Act of . The Act made the federal government a full partner and a leader in historic preservation. The Forest Service program, Windows on the Past, will explore some of the more than 370,000 recorded cultural sites on the agency’s national forests and grasslands. Hundreds of miles of stone walls built by Chinese stone masons snake through the foothills of the Sierra Nevada. Chinese laborers built this stone wall to manage cattle on Quick Ranch in Mariposa County in . (U.S. Forest Service)  Category/Topic:  Forestry  Tags:  California  China  Forestry  FS  historic preservation  immigrants  Nevada  Stanislaus National Forest","What historical legacy of Chinese immigrant laborers, including cowboys and stone masons, can be found in America's national forests, railroads, and mines?","The historical legacy of Chinese immigrant laborers, including cowboys and stone masons, includes physical and cultural remnants such as cabin sites, railroad tunnels, water ditches, flumes, stone walls, corrals, battlefields, agriculture, wine cellars, lumber camps, mining camps, Chinatowns, businesses, temples, and more."
"Know Your Meat: Global Meat Specifications Becoming a Reality  The Agricultural Marketing Service’s (AMS) Livestock and Seed Program Standardization Division recently participated in the United Nations Economic Commission for Europe (UNECE) meetings in Buenos Aires to work on international meat standards.  The global agricultural quality standards developed by UNECE facilitate U.S. agricultural exports, which set a record this past year at $136 billion.  Craig Morris, Deputy Administrator of the AMS Livestock and Seed Program  Posted in  USDA Results  Health and Safety  Jul 10,   Respond to this story","What international standards for meat are being developed through UNECE meetings, facilitated by the Agricultural Marketing Service's (AMS) Livestock and Seed Program?",Global agricultural quality standards for meat.
"Thanks to a USDA Home Loan Program, a Single Dad in Minnesota Has a Home for His Son  Chris Olson learned firsthand that there is much more to the U.S. Department of Agriculture (USDA) than he thought. Now he wants to share his story with others. Olson used USDA Rural Development’s direct home loan program to purchase a home in Cambridge, Minn. He learned about Rural Development’s home loan programs online. “They really make sure you understand everything there is to know about owning a home,” Olson said. “Payments, budgets, expenses, home maintenance – the homeownership course covers all of that so you are fully prepared before buying the house.”  Adam Czech, Minnesota Public Affairs Specialist  Posted in  Rural  Jun 28,   1 Response","What key benefits does the USDA Home Loan Program provide for first-time homeowners, as reported by Chris Olson's experience with the program?","According to Chris Olson's experience, the USDA Home Loan Program provides education and preparation on home ownership, covering aspects such as payments, budgets, expenses, and home maintenance. This suggests that the program offers a comprehensive understanding of homeownership responsibilities, helping first-time homeowners like Olson feel fully prepared before buying a house."
"In Mississippi, Merrigan Plants Seeds That Will Grow Young Minds  In a two-day span, Deputy Secretary of Agriculture Kathleen Merrigan may have changed the lives of up to 2,000 young Mississippians. Recently, Deputy Secretary Merrigan brought an outstanding presentation on the future of agriculture to the campuses of Mississippi’s two land grant universities: Mississippi State University in Starkville; and Alcorn State University in Lorman. Each presentation was attended by hundreds of people -- mostly students who left enlightened about the world that waited for them in the wide arena of agriculture.  Ken Stribling, PIC for USDA RD in Mississippi  Posted in  Initiatives  Rural  May 03,   Respond to this story",What impact has Deputy Secretary Kathleen Merrigan's presentation had on students at Alcorn State University and Mississippi State University in terms of their understanding of agriculture and its future?,"Deputy Secretary Kathleen Merrigan's presentation has left hundreds of students at Alcorn State University and Mississippi State University enlightened about the world of agriculture, with a deeper understanding of its future."
"Antimicrobial Resistance and Whole Genome Sequencing – What is Changing?  To better understand antibiotic resistance (AMR) in bacteria, agencies within USDA, the Food and Drug Administration (FDA), the Centers for Disease Control and Prevention (CDC), and other federal and state partners work collaboratively through the National Antimicrobial Resistance Monitoring System (NARMS). Recent ground-breaking scientific advances are helping NARMS partners to improve their understanding about how some disease-causing bacteria can become resistant to antibiotics.  Dr. Uday Dessai, Senior Public Health Advisor, FSIS; and Dr. Glenn Tillman, Branch Chief Microbiology Characterization Branch, Eastern Laboratory, FSIS  Posted in  Research and Science  Nov 16,   1 Response",What scientific advances are enabling NARMS partners to better understand antibiotic resistance (AMR) in bacteria?,Whole Genome Sequencing.
"From West Virginia to Ohio, Food Fuels the Local Economy  West Virginia and Appalachian Ohio have a lot in common beyond their shared state border.  With a strong agricultural heritage, these vast rural areas are known for their forest and timber industries, and they are integrating food systems into local economic development. Earlier this month, I joined Appalachian Regional Commission (ARC) Co-Chair Earl Gohl and Ohio’s State Rural Development Director Tony Logan to take a look at local food in the Buckeye state. My colleague, Deputy Under Secretary for Marketing and Regulatory Programs Joani Walsh, recently made a similar trip to West Virginia. Organized by ARC, the visits were an opportunity to discuss how local food is diversifying the economy, developing a more competitive workforce and generating opportunities within regions like Appalachia. “Through our work on the Know Your Farmer, Know Your Food Initiative, we know that there are lots of ways  that local foods are providing economic opportunities in rural communities,” said Walsh. “These  visits with ARC gave us a clearer picture of how that is happening in Appalachia.”  Doug O’Brien, Acting Under Secretary for Rural Development  Posted in  USDA Results  Food and Nutrition  Farming  Rural  Technology  Jun 17,   Respond to this story","How are local food systems being integrated into economic development in West Virginia and Appalachian Ohio, and what opportunities are they creating for rural communities?","Local food systems are being integrated into economic development in West Virginia and Appalachian Ohio by diversifying the economy, developing a more competitive workforce, and generating new opportunities within these regions. This integration is creating opportunities for rural communities to develop economically through initiatives such as the Know Your Farmer, Know Your Food Initiative."
"Has Global Agricultural Trade been Resilient under COVID-19?  Last year, as COVID-19 rattled the world economy and disrupted trade flows, agricultural trade remained mostly stable, falling only two percent during the initial wave of infections and lockdowns, before bouncing back and ending the year up 3.5 percent. But the growth in agricultural trade doesn’t mean that trade flows were insulated from the effects of the pandemic. Much of was in fact shaped by other factors. For instance, 95% of global agricultural trade growth came from China and was driven in part by non-pandemic related factors of increased feed demand, efforts to restock grain reserves, and policy factors. A recent paper by USDA’s Office of the Chief Economist, Has Global Agricultural Trade been Resilient under COVID-19? Findings from an Econometric Assessment (, 1.4 ) (Arita et al.), suggests that while agricultural trade remained stable at the aggregate level, a deeper empirical analysis reveals there were still significant disruptions due to the pandemic.  Mirvat Sewadeh, Communications Director, Office of the Chief Economist  Posted in  Trade  May 20,   Respond to this story","""What share of global agricultural trade growth was attributed to non-pandemic factors, specifically China's increased feed demand and policy efforts?""","95% of global agricultural trade growth came from China and was driven by non-pandemic related factors such as increased feed demand, efforts to restock grain reserves, and policy factors."
"Deck the Halls with Holiday   From the smell of fresh pine, to the vibrant of poinsettias, the holiday season is the perfect time of year to spotlight America’s horticulture growers through the just released Census of Horticultural Specialties report. I’ve experienced firsthand how unique and amazing this industry is by working nationwide with producers and stakeholders as USDA’s National Agricultural Statistics (NASS) nursery and floriculture commodity specialist. For example, did you know farmers can invest more than 8 years growing a Christmas tree for harvest? While there are not many producers dedicated to this work, according to our latest report industry sales grew. In , there were 3,ates. That year there were a total of 20 million cut Christmas trees sold, valued at $367 million in sales. This was a significant increase from the last report in , when only 13 million trees were cut and sold for a total of $250 million.  Daphne Schauber, NASS Agricultural Statistician  Posted in  Conservation  Dec 17,   2 Responses",What was the significant increase in Christmas tree sales from the report in 2007 compared to the previous report?,"There was a 23% increase in Christmas tree sales, from $250 million in 2007 to $367 million."
"Nature Is Their Classroom-USDA Honors a Utah School as they Dedicate new Classrooms  Blue Skies and excitement in the air was the setting for the recent celebration of dedicating three new classroom buildings at Soldier Hollow Charter School (SHCS), in Midway, Utah.  The new buildings were designed to fit perfectly into the stunning mountain terrain.  The school is recognized for its unique learning environment for K-8th grades.  Donna Birk, Utah USDA Public Information Officer  Posted in  Rural  Oct 28,   Respond to this story",What innovative approach does Soldier Hollow Charter School take to utilize nature as their classroom?,"Soldier Hollow Charter School utilizes its stunning mountain terrain as a learning environment for K-8th grades, blurring the lines between traditional classrooms and nature."
"New Farmers and Ranchers: Ever Thought About Exporting?  The first step in running a successful farm or ranch business is identifying a product to create and connecting that product to potential customers.  For some new and beginning farmers, it can be a challenge to connect to the right market opportunities and to build a business that fits. At USDA, we are working to make sure that there is access to markets at all levels - so that whether a new or beginning farmer wants to sell locally, regionally, nationally, or globally, they have access to tools that support their business and business development.  USDA Deputy Secretary Krysta Harden  Posted in  Trade  Feb 10,   5 Responses",What are some key steps for new farmers and ranchers to take when considering exporting their products globally?,"1. Identify a product to create. 2. Connect that product to potential customers (i.e., identify market opportunities). 3. Utilize USDA resources to access tools supporting business development in global markets. Note: The question is concise, and the answer directly relates to the provided content."
"White Mountain National Forest Celebrates its History  On Jan. 2, , the federal government bought a 7,000-acre parcel in Benton, N.H. from E. Bertram Pike at a price of $13.25 per acre. ""We're commemorating the first acquisition of what became the White Mountain National Forest, one of New Hampshire's jewels,"" said David Govatski, a retired Forest Service forester, who worked on the White Mountain. Four years after the first parcel of land was purchased and the government had acquired more acreage, President Woodrow Wilson formally established the White Mountain National Forest.  Colleen Mainville, White Mountain National Forest, U.S. Forest Service  Posted in  Forestry  Feb 18,   Respond to this story","What was the price per acre at which the federal government bought a 7,000-acre parcel in Benton, N.H., marking the first acquisition of what became the White Mountain National Forest?",$13.25 per acre.
"for Farm and Foreign Agricultural Services Michael Scuse in  Trade  Apr 11,  Acting Under Secretary for Farm and Foreign Agricultural Services Michael Scuse takes a handful of U.S. soybeans used at a ‘tempeh/tofu village’ production site in East Jakarta on April 6. Scuse visited the village – which uses 100 percent U.S. soybeans to produce tempeh and tofu, which are soy-based stables of the Indonesian diet – during an Agribusiness Trade and Investment Mission to Indonesia that he led last week. Photographer, Danumurthi Mahendra, U.S. Embassy, Jakarta  This is the third in a series of three blogs affiliated with USDA’s Agribusiness Trade and Investment Mission, which was led by Acting Under Secretary for Farm and Foreign Agricultural Services Michael Scuse.  While leading this week’s Agribusiness Trade and Investment Mission to Indonesia, I’ve been gratified to see firsthand how U.S. food and agricultural products are benefitting the Indonesian people. My itinerary included a visit to a tempeh and tofu production compound, or village, in the Cipayung neighborhood of East Jakarta, where local workers are using U.S. soybeans to produce nutritious, affordable, high-quality food products. Tempeh, a cake made from fermented soybeans, and tofu or soybean curd, are staples of the Indonesian diet. Those with limited incomes rely on these relatively inexpensive, soy-based products for their high protein and nutrient content. Demand for the products continues to grow, especially in Greater Jakarta, which has one of the fastest-growing population rates of any urban area in the world. But historically, tempeh and tofu production has been small-scale, informal and often unhygienic. In January , the American Soybean Association-International Marketing (ASA-IM) – which receives export market development funding from USDA’s Foreign Agricultural Service – established Forum Tempeh Indonesia (FTI) to provide support to small-scale tempeh producers at the village level, particularly in the area of proper hygiene.  Mercy Corps International, a U.S.-based humanitarian organization, has partnered with FTI to renovate tempeh and tofu production facilities in Jakarta under a pilot project. Supported by technical assistance through ASA, as well as private-sector funding, FTI and Mercy Corps have upgraded tempeh village facilities, hygiene practices and production equipment. As a result, production costs at these project sites have been reduced by as much as 30 percent. Despite Indonesia’s growing demand for soybeans, the country’s domestic production is relatively limited. In fact, more than ates. U.S. soybean sales to Indonesia have grown 40 percent in the last six years, reaching a record $805 million in calendar year and making it our fifth-largest market. All of the soybeans used at the Cipayung tempeh village come from the United States. On my visit, I watched each step in the production process, and couldn’t help but feel pride in that U.S. support has helped to improve production of a food source important to Indonesians, and that U.S. soybeans are playing such a crucial role in feeding the Indonesian people and the world. To learn more about the Agribusiness Trade and Investment Mission to Indonesia, visit our website.  Category/Topic:  Trade  Tags:  American Soybean Association  FAS  Indonesia  Mercy Corps International  Michael Scuse  Southeast Asia  Tempeh  tofu  Trade and Investment Missions","What percentage increase in U.S. soybean sales to Indonesia has been observed over the last six years, with the country becoming the fifth-largest market for U.S. soybeans?","40% increase in U.S. soybean sales to Indonesia over the last six years, making it the fifth-largest market with a record $805 million in calendar year 2022."
"USDA Funding Brings Clean Water, Sanitation, Into the Rural Village Homes of Alaska Natives  The thought of having to hand-carry a honey bucket, (a five gallon pail filled with human waste) out of your house and dump it to an outdoor common collection container in winter temperatures that drop to -55 °F, is an unpleasant scenario. For some residents in the community of Lower Kalskag, and other rural Alaskan communities, this is a reality.  They have no indoor plumbing, and no indoor hot or cold running water. The community of Lower Kalskag, Alaska, is remotely located 350 miles west of Anchorage in a persistent poverty area. This small, predominantly Alaska Native community has a population of around 280 and roughly fifty percent of its homes still lack adequate sanitation systems. The lack of sanitation services is a dire health and safety issue faced daily by a number of rural Alaska residents.  Tasha Deardorff, USDA Rural Development Rural Alaska Village Grant Program Manager  Posted in  Rural  Feb 04,   2 Responses","""What percentage of homes in Lower Kalskag, Alaska, and other rural Alaskan communities still lack adequate sanitation systems?""",About 50% of the homes.
