content,question,answer
"The Benefits of Helping Great Plains Trees - One Diagnosis at a Time  It began as a causal conversation in a hotel lobby in Kansas. After a day of discussions during the annual meeting of the Great Plains Tree Pest Council, the after-hours talk turned to the idea of updating the Diseases of Trees in the Great Plains manual.  Jennifer Hayes, U.S. Forest Service Rocky Mountain Research Station  Posted in  Forestry  Mar 09,   Respond to this story",Will incorporating modern ideas for diagnosing tree diseases improve tree health in the Great Plains region?,Yes.
"Iowa Stakeholders Meet with USDA Officials to Discuss Renewable Energy Opportunities  Earlier this week, I had the opportunity to facilitate a meeting with many rural energy stakeholders that USDA Rural Development works closely with here in Iowa. Joining me in the discussion were representatives from the Environmental Law and Policy Center, Iowa Farm Bureau Federation, MidAmerican Energy, USDA Farm Service Agency, Community Vitality Center at Iowa State University, the Iowa Economic Development Authority, the Iowa Department of Natural Resources and many more. Also in attendance were representatives from Senator Tom Harkin’s and Congressman Leonard Boswell’s offices.  Senator Harkin helped draft the original Energy Title in the Farm Bill.  Bill Menner, Iowa State Director, USDA Rural Development  Posted in  Energy  Rural  Jan 27,   1 Response",What renewable energy opportunities are being discussed by Iowa stakeholders and USDA officials?,"The meeting covered various renewable energy opportunities, but specific details about the discussion are not provided."
"Rural  Feb 16,   Over . Clair, Missouri City Hall gymnasium earlier this month to celebrate the provision of  $2,500,000 to USDA Rural Development ( (RD) from Federal Home Loan Bank (FHLB-Des Moines).   Tammye Trevino, Rural Development’s Rural Housing Administrator joined me in accepting the funds in recognition of an outstanding partnership with FHLB-Des Moines, the Meramec Regional Planning Commission and the eight Multi-Family Housing (MFH) complexes that received grant funding for rehabilitation during . Having Administrator Trevino present was a tremendous honor and a highlight for all in attendance.  She said, “Our goal is to make necessary improvements and bring a higher standard of living to the elderly and disabled residents of the properties receiving these funds. This financing is an example of the commitment by the Obama Administration to leverage public and private resources to increase economic opportunities and improve the quality of life for rural Missourians We were very pleased to have the support of our federal elected officials represented by: Rachel McCombs with Senator “Kit” Bond; Jerryl Christmas with Senator Claire McCaskill; and Dan Engeman with Representative Blaine Luetkemeyer. Missouri’s RD multi-family housing (MFH) portfolio of about 750 complexes and 18,000 units has been the largest or next to the largest in the nation for many years.   Approximately 40 percent of this caseload was loans made to volunteer, non- profit boards that provided housing for the elderly and disabled.  Since many of these complexes were built in the early 70’s the need for repairs and rehabilitation was becoming critical.  There was also a sincere desire to keep the rental rates low and reasonable since many of the elderly and disabled tenants had very limited income, typically below $8,000.  Since federal funds were limited we here in Missouri found a “white knight” in the FHLB-Des Moines Affordable Housing Program.  Federal Home Loan Bank of Des Moines is a wholesale cooperative bank that provides low-cost short and long term funding and community lending to more than 1,200 member banks. It devotes 10 percent of its net income each year to affordable housing. Through my relationship with Curt Heidt, FHLB-Des Moines Vice President and Community Investment Officer, we were able to brainstorm and mold a plan to help our Missouri RD Section 515 MFH properties using their Affordable Housing Program (AHP).  The AHP was designed to help FHLB-Des Moines member financial institutions and their community partners develop affordable housing for low-to moderate-income households.   Some of the improvements have included new roofs, new energy efficient exterior doors and windows, new carpet, new appliances, new cabinets and upgrading to a more energy efficient heating and air conditioning systems. My sincere thanks to Curt Heidt and the FHLB-Des Moines leadership team, the FHLB-Des Moines Board of Directors and the Affordable Housing Advisory Council for their commitment and funding support of this tremendously valuable program for rehabilitation of our MFH senior properties.  It was a big step for them to enter the realm of our rental program but without their help, Missouri residents would have lost many of these properties.  Now, not only are the properties available, but they also have a “face-lift”  with things such as central heating and air, which most of us take for granted and they can remain affordable for our residents. Some of the other partners in this process have been grant writers such as the staff of Regional Planning Commissions (RPC) or Community Action Agencies who have done an outstanding job with the grant writing process.  Also, without a doubt a big thank you on the success of this program has been the volunteer boards that have dedicated countless hours with the ultimate goal of providing high quality affordable living options for the elderly and disabled in the many rural communities across Missouri.  Finally, these grants would not have been available were it not for the involvement, participation, and sponsorship of FHLB local member banks and their commitment to this program and the benefit to their elderly in their communities. Clifford Crawford, a resident of Leasburg Senior Citizens Home, one of the grant recipients, spoke on behalf of many residents by providing inspiring comments regarding how grateful they were to Federal Home Loan Bank and USDA Rural Development for the repairs and rehabilitation of their apartments. I also want to recognize our RD national leadership for its help.  The MFH program is a labor intensive program but through a “labor of love” the Missouri RD staff have partnered with FHLB, the grant writers, contractors, owners and volunteers and been truly committed to providing affordable housing to our senior citizens and for that I am very proud and thankful. Clifford Crawford, resident of Leasburg Senior Citizens Home, speaking on behalf of the many residents that benefited with the FHLB grant funds to repair and rehab the RD MFH properties. State Director Dunning is seated second from right and Administrator Trevino is seated on the far right. One of the four plexes at the St. Clair MFH property, rehabilitated with FHLB funding. Submitted by: Janie Dunning, Missouri State Director, & George Thomas, Public Information Coordinator  Category/Topic:  Rural  Tags:  Grant  Housing  loan  Rural Development  Tammye Trevino",Here is a clear and specific question related to agriculture: What are the most effective methods for rehabilitating rural housing complexes to improve living standards for elderly and disabled residents?,The content suggests that the most effective methods for rehabilitating rural housing complexes include: * New roofs * Energy efficient exterior doors and windows * New carpet * New appliances * New cabinets * Upgrading to a more energy efficient heating and air conditioning systems * Central heating and air conditioning
"National Institute of Food and Agriculture in  Food and Nutrition  Research and Science  Oct 04,  Jean Ristaino of North Carolina State University used USDA funds to sequence late blight disease, pictured, responsible for the Irish potato famine. Her research is leading to new ways to combat the disease.  The potato is the world’s fourth largest food crop and is the largest vegetable crop in the United States. The crop originated in the Andes Mountains in South America, and in the ensuing 7,000 years, has spread across the globe. Potatoes have played an important role in saving populations of people around the world from starvation. However, the potato has had a tumultuous history, suffering from late blight disease, which caused the Irish potato famine and a severe outbreak in in the United States. Despite all this, the 7,000 varieties of potatoes have made their mark on agriculture as well as many cultures throughout the world. With funding from USDA’s National Institute of Food and Agriculture, Jean Ristaino, professor of plant pathology at North Carolina State University, contributed to the Spuds Unearthed! exhibit at the U.S. Botanic Garden in Washington, D.C., which focuses on the history of the potato, its diversity and its mark on pop culture. A whole genome sequence of the pathogen that causes late blight disease also resulted from the funded project. That sequence provided the basic knowledge that has enabled Ristaino and her colleagues to develop new methods of combating this challenging disease. Ristaino’s display, “CSI Dublin: The Hunt for the Irish Potato Killer,” details her research on identifying the strain of P. infestans that caused the Irish potato famine. She is continuing her research with scientists from Cornell University and the University of California to study the strain of the pathogen that caused the late blight disease outbreak. The team hopes to begin nationwide tracking of the pathogen and develop a more stable resistance to the disease. And she’s not done with museums yet, the group hopes to take their exhibit on a national science museum road tour and educate the public about the importance of potatoes and the role plant pathology and genomics research plays in improving global food security. In the meantime, you can visit Spuds Unearthed! in the East Gallery of the Botanic Garden through October 11.  Category/Topic:  Food and Nutrition  Research and Science  Tags:  agricultural research  blight potato  National Institute of Food and Agriculture  REE  U.S. Botanic Garden  USDA","Here's a clear and specific question related to agriculture: What is the potential impact on global food security from developing more stable resistance to late blight disease in potatoes, according to Jean Ristaino's research?","According to Jean Ristaino's research, developing more stable resistance to late blight disease in potatoes has the potential impact of improving global food security."
"Risk Management Tools Help Farmers Create a More Environmentally Sustainable Future  American producers know that crop insurance is a proven tool for managing the risks of farming.  But many folks may not be aware that it also promotes sound practices that encourage environmental sustainability. One of the primary reasons the Federal crop insurance program is good for conservation is that it requires producers to exercise good farming practices in order to be eligible for coverage.  Good farming practices vary from crop to crop and from region to region, but follow the principle that the farming practices carried out are considered prudent and responsible by local extension agents and certified crop consultants. And this means planning for the long-term future, not just the current crop year.  Brandon C. Willis, Administrator, USDA Risk Management Agency  Posted in  Conservation  Dec 03,   1 Response",Here is a clear and specific question related to agriculture: What are some good farming practices that farmers must follow to be eligible for crop insurance coverage?,"Good farming practices include planning for the long-term future, not just the current crop year. This means following sound practices considered prudent and responsible by local extension agents and certified crop consultants."
"Deputy Administrator of the National Organic Program in  Food and Nutrition  Dec 18,  Like other organic products, seeds used in organic agriculture cannot be genetically engineered or be treated with prohibited substances. This is the twenty-second installment of the Organic 101 series that explores different aspects of the USDA organic regulations. The fall harvest is in, and organic farmers are already looking forward to planting their spring seedlings.  Organic farmers rely on organic seeds to meet the growing demand for certified organic products. These seeds are essential to the integrity of the supply chain for quality organic food, feed and other products.  All organic producers must use organic seeds, annual seedlings and planting stock unless organic varieties are not commercially available. To meet the increased demand for organic seeds, the National Organic Program (NOP), part of USDA’s Agricultural Marketing Service is collaborating and sharing information with the Organic Seed Alliance (OSA) and its partner, the Association of Official Seed Certifying Agencies (AOSCA), to better understand the organic seed market and to help farmers locate seed producers and supplies. For example, NOP supported the creation of the AOSCA Organic Seed Finder, a website that allows organic seed vendors and potential customers to find one another.  Certifying agents and organic operations can use this tool to locate available organic seed and ensure the integrity of those seeds. The use of organic seed is also an important aspect of organic certification.  During each farm’s annual review and inspection, certifying agents also verify that certified operations use organic seed varieties.  Certifying agents also make sure that USDA organic products meet all of the organic standards, including reviewing substances and inputs used to treat seeds and planting stock.  This review assures buyers and sellers that any seed treatments are approved for organic production.  Like other organic products, seeds used in organic agriculture cannot be genetically engineered or be treated with prohibited substances. It is amazing to think that something as small as a seed can have such a huge role in providing organic food to consumers around the world.  USDA is committed to supporting the entire organic community and ensuring the integrity of organic products from seed to table. USDA is committed to supporting the organic community and ensuring the integrity of organic products from seed to table.  Category/Topic:  Food and Nutrition  Tags:  AMS  Farmers  National Organic Program  NOP  organic  Organic 101  organic certification  Producers  Ranchers  Rural America  rural communities  seeds  Trade",Here's a clear and specific question related to agriculture based on the provided keywords: What is the process that certifying agents follow to verify that certified organic operations use organic seed varieties during their annual review and inspection?,"Certifying agents verify that certified organic operations use organic seed varieties by reviewing substances and inputs used to treat seeds and planting stock, and ensuring that they meet all USDA organic standards. This includes checking if the seeds are genetically engineered or treated with prohibited substances."
"Learn How to Bee a Friend during USDA's Pollinator Festival this Friday, June 24  The best time to bee a friend to pollinators is now! Today is the first day of summer and the launch of National Pollinator Week, June 20-26. Around the globe, people are celebrating with events that emphasize the importance of pollinators and teach ways to save them. Here at USDA, we’ve issued the National Pollinator Week Proclamation and are hosting our seventh annual Pollinator Week Festival this Friday, June 24 from 10 a.m. to 2 p.m. outside USDA Headquarters in Washington, DC. The festival highlights the work of USDA agencies, other federal departments and institutions such as the United States Environmental Protection Agency, U.S. Fish and Wildlife Service, Smithsonian Gardens, and the U.S. Botanic Garden, who along with partners like the National Honey Board, Pollinator Partnership and University of Maryland Extension are working to address pollinator decline.  Annie Ceccarini, Program Manager, The People's Garden Initiative  Posted in  Initiatives  Jun 20,   1 Response",Here is a clear and specific question related to agriculture: What are some effective ways for individuals to get involved in protecting pollinators during National Pollinator Week?,"Some effective ways for individuals to get involved in protecting pollinators during National Pollinator Week include: * Learning how to be a friend to pollinators * Participating in events and festivals, such as USDA's Pollinator Festival * Supporting organizations working to address pollinator decline, like the National Honey Board, Pollinator Partnership, and University of Maryland Extension * Educating others about the importance of pollinators and ways to save them."
"NIFA-Funded Research Aims to Keep Bees on the Job  Bee populations in North America have been in decline since the s. This is of great concern to the agriculture industry because about 75 percent of specialty crops depend on the services of pollinators – of which bees are the most economically important.  Mary Purcell-Miramontes and Scott Elliott, National Institute of Food and Agriculture  Posted in  Research and Science  Jul 17,   8 Responses",What percentage of specialty crops in North America rely on the services of pollinators?,75%
"PhD, International Affairs Advisor, Office of the Chief Scientist, USDA in  Research and Science  Mar 30,  Ninth G20 Meeting of the Agricultural Chief Scientists in Al-Khobar, Saudi Arabia. Photo courtesy of G20 host Saudi Arabia As the new decade unfolds, a remarkable trend is evident in the world. In , the global community and the media have been focused on the surge of a novel virus, the spread of African swine fever, wildfires, outbreak of desert locust, and debates on the safe use of agricultural technology. These challenges have similar characteristics – they span borders, have significant economic outcomes, and require global scientific collaboration to effectively address them. Public policy makers look to researchers to advance critical knowledge and offer solutions, and this research requires international collaboration. For success, however, efforts must be grounded in foundational principles and values that support international science. Core research values include openness, transparency, reciprocity, and merit-based competition. Openness and transparency are critical because they support reproducibility of results, promote accurate interpretation of findings, and help ensure appropriate disclosure of conflicts of commitment or interest (which is vital for fairly awarding research investments). Reciprocity ensures all parties mutually benefit from contributing to the research, meaning the contribution of each party needs to be proportionally aligned with what they receive, as perceived by each collaborator. Merit-based competition provides support to the best ideas. Together, these values provide the pillars for engagement. Yet, in a dynamic global research landscape with changing actors, shifting influence, and novel ways of working, we can’t take these values for granted. Foundational values need to be actively supported and promoted by all sectors, including agriculture. In February, USDA had the opportunity to promote these core research values during the G20 Meeting of the Agricultural Chief Scientists (G20 MACS) in Saudi Arabia. USDA’s delegation, led by the Office of the Chief Scientist and the Mission Area for Research, Education, and Economics, worked with counterparts to capture the roles of openness, transparency, and reciprocity in the G20 MACS communique. The values were also discussed in the plenary and during informal engagement. In addition to the G20 MACS, USDA looks forward to advancing the conversation on core research values and principles through our strong network of international collaborations.  Category/Topic:  Research and Science  Tags:  Office of the Chief Scientist  OCS  USDA Science","What role can foundational research values such as openness, transparency, reciprocity, and merit-based competition play in advancing knowledge and solutions for global agricultural challenges?","These core research values provide the pillars for international science engagement, supporting reproducibility of results, promoting accurate interpretation of findings, ensuring proper disclosure of conflicts of interest, facilitating mutual benefit through proportional contributions, and providing a fair and competitive environment for ideas. By actively promoting these values, all sectors, including agriculture, can help ensure success in addressing global agricultural challenges."
"Idaho Farm Bureau Federation in  Initiatives  Rural  Aug 23,  Tanner King may not look like a seasoned rancher, but his experience buying cattle puts him way above his years. Recovery Act funding provided by USDA gave King an economic leg-up in hard times. Photos by: Steve Ritter, Idaho Farm Bureau Federation Tanner King spends Mondays at the Caldwell Livestock Auction in Idaho, decked out in a dark blue hoody sweatshirt and black cowboy hat, blending in with the other bidders. The young rancher might look as though he’s new to shaving but at buying cattle he’s an old hand. The young rancher wants to build up his herd, buying 500-weight cattle and then selling them in the fall for profit. “Right now I have 25 acres that’s pasture under pivot and I lease another 20 acres in Melba under pivot for pasture. I run five-weight calves through the grass season and try to get them up to 850 and sell them at the end of the year,” said King. He stumbled onto a good thing last spring, using Farm Service Agency (FSA) Recovery Act money for low interest loans. He says it’s an economic leg-up in these hard times that’s allowing him to chase the American dream. One day he says he wants to buy a ranch and start a livestock company of his own. The United States Department of Agriculture through FSA issued $175 million to states to target young farmers and ranchers like King.  “It’s helped a number of beginning farmers that have not been able to get loans because of their lack of production history,” said Mike Anderson, FSA farm loan officer with the Canyon County FSA.  “We are here to give those guys an opportunity.” The American Recovery and Reinvestment Act was designed to preserve or create millions of jobs throughout the country and these loans help ensure that recipients remain financially viable and local agri-businesses benefit from direct purchases. “It’s been a god-send because there’s no way I would have had the resources right now to start out,” said King. “There’s no way I could have gotten started without the FSA. This is my second loan and I paid off my first. The terms were real easy and it wasn’t stressful for me at all. They (FSA) did real good by me”. “He is able to buy some livestock and act on a plan that he has put together, which wouldn’t have worked if he had went to [a commercial] bank,” said Anderson.  Category/Topic:  Initiatives  Rural  Tags:  ARRA  FSA  Idaho  Rural Development",Here is a clear and specific question related to agriculture based on the provided content: What is one way in which the American Recovery and Reinvestment Act (ARRA) helped young farmers and ranchers like Tanner King start their agricultural businesses?,"The ARRA provided $175 million to states through FSA to issue low-interest loans to target young farmers and ranchers, giving them an economic leg-up and helping them get started with their agricultural businesses."
"La Zona de Descubrimiento de Inocuidad Alimentaria del Servicio de Inocuidad e Inspección de Alimentos del USDA Toma a los “Fighting Irish”  La Universidad de Notre Dame es uno de los colegios principales, históricos y más reconocidos en el fútbol colegial Americano. El equipo normalmente juega los juegos de su localidad en el en el Estadio de Notre Dame localizado en el campo de la Universidad de Notre Dame. El estadio tiene una capacidad de 80,795 fanáticos. ¡Que oportunidad para promocionar la Zona de Descubrimiento!  Mary Harris, Public Affairs Specialist, Food Safety and Inspection Service  Posted in  Spanish  Health and Safety  Sep 03,   Respond to this story",What agricultural-related opportunity is being referenced as taking place at Notre Dame University?,"The opportunity being referenced is the chance to promote the Food Safety and Inspection Service's (FSIS) ""Zona de Descubrimiento"" (Discovery Zone), likely in conjunction with a football game event, at Notre Dame University."
