content,question,answer
"Vilsack meets with FFA leaders  Secretary Vilsack spoke this morning at the Future Farmers of America State Presidents' meeting. He had the opportunity to meet with FFA's national and state leaders, and took a few minutes to congratulate them on their election to leadership posts in an organization of more than 500,000 active members.  acampbell  Posted in  Initiatives  Jul 22,   Respond to this story",What occasion brought Secretary Vilsack together with FFA leaders and state presidents?,The Future Farmers of America State Presidents' meeting.
"Vermont Says 'Thank You' to Massachusetts for Fighting Invasive Beetle  The Vermont maple syrup industry is well aware that an invasive, tree-killing insect could threaten the production of its delicious, all-natural commodity.  So on December 13, just four days before National Maple Syrup Day on December 17, the Vermont Maple Sugar Makers Association and Vermont state officials hosted a special pancake and maple syrup breakfast to thank partners for supporting the Asian longhorned beetle (ALB) eradication program in Massachusetts. Why would people in Vermont make breakfast for their neighbors in Massachusetts?  Vermont’s Forest Health Program Manager Barbara Schultz told the group the Asian longhorned beetle poses a significant threat to our northeastern forests and the insect could spread throughout the region and devastate maple sugaring in Vermont if it’s not eradicated in Massachusetts.  Rhonda Santos, APHIS Public Information Officer  Posted in  Animals  Plants  Dec 16,   2 Responses",What is the primary concern driving the efforts of Vermont officials to help eradicate the Asian longhorned beetle (ALB) in Massachusetts?,The primary concern driving Vermont's efforts to help eradicate the Asian longhorned beetle (ALB) in Massachusetts is the threat it poses to Vermont's maple sugaring industry.
"Insects, Scientists, and a Bear…Oh My!  I’ve never been much into insects. But there are a handful of insects that give me the same wonder and amazement I imagine those who study insects feel.  Rhonda Santos, APHIS Public Information Officer  Posted in  Animals  Dec 19,   Respond to this story","What is it about certain insects that can evoke a sense of wonder and amazement, even for someone who is not typically interested in them?","According to Rhonda Santos, APHIS Public Information Officer, there are a handful of insects that can evoke a sense of wonder and amazement."
"Vilsack exits Nairobi city limits to visit agriculture, education institutions  Chris Mather, USDA Director of Communications, traveled with Secretary Vilsack to Kenya for the AGOA (African Growth and Opportunity Act) Summit. Today she shares her thoughts on segments of the trip when they traveled beyond the city limits of Nairobi for educational events. Last week, Secretary Vilsack traveled to Nairobi, Kenya, as a participant in the African Growth and Opportunity Act Summit. Amid bilateral talks and attending the opening meeting with Secretary of State Hillary Clinton and United States Trade Ambassador Ron Kirk, the Secretary had an opportunity to travel to the countryside to learn more about the agriculture industry in Kenya and see firsthand some of the efforts USDA has been supporting.  Chris Mather, USDA Director of Communications  Posted in  Trade  Aug 12,   Respond to this story",What were some key takeaways from Secretary Vilsack's visit to agricultural and educational institutions outside Nairobi city limits during the AGOA Summit in Kenya?,"There is no content provided to answer the question. The text describes Secretary Vilsack's visit to the AGOA Summit in Nairobi, but does not mention her visits to agricultural and educational institutions outside of the city limits."
"USDA state-by-state show top states for Federal local food investments include Kentucky, Wisconsin, Mississippi, Texas and Alabama  Release & Contact Info  Press Release  Release No. .15  Contact:Office of Communications 720-  WASHINGTON, June 30, — Today, the Obama Administration invited communities to participate in Local Foods, Local Places, a federal initiative providing direct technical support to build strong local food systems as part of a community's emerging economic action plans. Under this effort, a team of agricultural, transportation, public health, environmental, and regional economic experts will work directly with local communities to spur local economic growth and improve the quality of life for all residents.Local food sales topped $11.7 billion in according to industry estimates, underscoring the economic benefit that a local food system can offer a community. As part of today's announcement, the U.S. Department of Agriculture (USDA) released an updated state-by-state ""Made in Rural America"" report illustrating the impact of USDA's investments in rural communities, including local food. USDA has invested more than $800 million in more than 29,100 local and regional food businesses and infrastructure projects over the past six years.""These state by state analyses reaffirm that local food is rapidly growing from a niche market to an integrated system recognized for its economic boost to communities across the country,"" said Secretary Vilsack. ""Local food creates new market opportunities for farmers, brings fresh meals into schools and other institutions, expands healthy food access to underserved communities, and builds infrastructure needed to support ranchers and other meat processors. By investing in projects at the local level, this Administration is encouraging growth in this sector and creating new opportunities for families who live in rural America.""This is the second year of the Local Foods, Local Places program. In , 26 rural and urban communities participated in the program to create year-round, downtown markets featuring foods from local farmers; establish retail outlets to help revitalize small-town main streets; build centrally located community kitchens or food hubs to aggregate and market local foods; support business incubators to help entrepreneurs start food-related businesses on main streets; enhance public spaces for people to walk or bicycle to farmers markets and local restaurants; assist schoolchildren to grow their own food and make healthy local food accessible to families, including via SNAP benefits; and develop community gardens in walkable, transit-accessible places.Technical support teams through Local Foods, Local Places helped Osceola, Arkansas (pop 7,700) develop a new health foods cooking curriculum for the local school district, create a plan for a new downtown farmers market and implement infrastructure improvement efforts; guided North Little Rock, Arkansas (population 62,000) to enhance the livability of an emerging neighborhood though a new food hub; and worked with Wheeling, West Virginia (pop 28,000) to revitalize underused property into a community orchard, multi-use food facility, and a mobile market.Local Foods, Local Places is a partnership between USDA, the U.S. Centers for Disease Control and Prevention (CDC), the Environmental Protection Agency (EPA), the Department of Transportation (DoT), the Appalachian Regional Commission (ARC), and the Delta Regional Authority (DRA). The effort is part of the White House Rural Council's ""Rural Impact"" effort to improve quality of life and upward mobility for kids and families in rural and tribal communities. Together, the agencies are investing $800,000 to support this round of assistance. Application and deadlines are available on line.Since , USDA has invested in 29,100 food hubs, small scale processing, farmers market and other opportunities in local food across all 50 states and the US territories. This includes USDA investments in the local food sector through over 12,000 microloans, smaller loans of up to $50,000 for small-scale producers who often sell products locally; and over 13,000 high tunnels, low-cost covered structures that extend the growing season and make locally-grown products available later into the year.Among the top ten states with federally funded local food projects are Kentucky, Wisconsin, Mississippi, Texas, Alabama, Missouri, Minnesota, West Virginia, Iowa, and Michigan. Five of these states (Kentucky, Mississippi, Alabama, Texas and West Virginia) are part USDA's StrikeForce Initiative for Rural Growth and Opportunity which coordinates USDA assistance in the Nation's most economically challenged rural areas.Many of these projects can be found on the Know Your Farmer, Know Your Food Compass. Searchable by state, zip code, project type and funding program, the Know Your Farmer, Know Your Food Compass maps federal local food investments made by USDA and 10 other federal agencies between fiscal years -. The Compass is part of the USDA's Know Your Farmer, Know Your Food Initiative. Secretary Vilsack has identified local and regional food systems as one of the four pillars of rural economic development, along with production agriculture, the bio-based economy, and natural resources and conservation.The state by state fact sheets are available at www.usda.gov/opportunities. Each state factsheet highlights specific USDA investments in local food as well investments in rural businesses, manufacturing, energy, water and other infrastructure development. They also outline how USDA is helping rural communities attract businesses and families by investing in housing and broadband. is an equal opportunity provider and employer. To file a complaint of discrimination, write: USDA, Office of the Assistant Secretary for Civil Rights, Office of Adjudication, Independence Ave., SW, Washington, DC 0- or call 632- (Toll-free Customer Service), 877- (Local or Federal relay), 377- (Relay voice users).","What is the main goal of the Local Foods, Local Places program initiated by the Obama Administration?","The main goal of the Local Foods, Local Places program is to provide direct technical support to build strong local food systems as part of a community's emerging economic action plans, with the aim of spurring local economic growth and improving quality of life for residents."
"New Tools Bring Lenders to the Table for Local, Regional Food Enterprises  Open any food magazine these days and you’re bound to find a profile of the latest locavore start-up turning cream and cantaloupe into craft popsicles or maple sap into a whole new category of bottled beverages.  As consumer demand for local foods continues to climb like pole beans, venture capitalists are scouring this sector in search of the next hot investment. USDA has long been investing in this space too, for the good of rural economies. And now we’re unveiling a new online interactive training to help other funders understand the work of regional food enterprises that are connecting local producers with local markets, and why they might want to invest in a piece of this pie.  Lillian Salerno, Deputy Under Secretary, USDA Rural Development  Posted in  Food and Nutrition  Farming  Rural  USDA Results  May 11,   Respond to this story",What new online training resource is being unveiled by USDA to help funders understand regional food enterprises?,The new online interactive training resource being unveiled by USDA is to help other funders understand the work of regional food enterprises.
"Foreign Agricultural Service Administrator in  Trade  Oct 22,  Trade visitors sample a variety of cheeses at the Rogue Creamery stand in the USA Pavilion. Rogue Creamery, an artisan cheese company, is dedicated to sustainability and the art and tradition of making the world's finest handmade cheese. Earlier this week I traveled to Paris to attend the 24th edition of the Salon International d’Alimentation (SIAL). This 5-day event is one of the largest international food and beverage trade exhibitions in the world, attracting 5,500 exhibitors and over 147,000 trade-only visitors representing 188 countries. I was very impressed by the wide variety of U.S. products on display and by the number of participating countries. For nearly 20 years, the United States has participated in SIAL Paris. This year’s USA Pavilion at SIAL was the largest to date, with some 140 exhibitors occupying over 2,700 square meters. SIAL offers U.S. food exporters the opportunity to test products and meet with European as well as other international traders and industry professionals. Clearly, this is a major factor for the large U.S. presence. One of my primary reasons for attending the show was to meet face to face with U.S. Cooperators, exhibitors, and importers from Europe and other regions, as well as industry leaders. I had the pleasure of talking with many small- and medium-sized companies and Cooperator groups who expressed their appreciation of our programs and services, including American Food Service, Head Country Food Products, Rogue Creamery, U.S. Meat Export Federation, USA Poultry and Egg Export Council, and representatives from the state regional trade groups (SRTG), just to name a few. Tuesday night’s SRTG-hosted trade reception, as well as an industry reception, was yet another wonderful opportunity to talk with Pavilion exhibitors and trade visitors. Reception guests included buyer groups from North Africa and the Middle East recruited by our FAS Field offices. The European Union (EU) is a major trading partner for the United States. The EU is America’s fifth largest market for agricultural and food products. France alone imports nearly $1 billion of U.S. farm goods annually. However, the scope of SIAL extended beyond the EU, reaching importers from all corners of the world. Building a market presence is sometimes a long process, and participation in these types of trade shows introduces foreign buyers and consumers more quickly and effectively to the attributes and advantages of American products. Looking back on the response of visitors to the wide variety of U.S. food and beverage products showcased in the Pavilion, I am optimistic that the demand for U.S. agricultural products is strong, and our reputation as a reliable supplier of safe, wholesome, and innovative products is excellent. For information on other upcoming trade events, please visit our home page at www.fas.usda.gov or contact Maria.Nemeth-Ek@fas.usda.gov. FAS looks forward to welcoming you to a USDA-endorsed trade show and/or trade mission in the near future! FAS Administrator John Brewer and Agricultural Counselor Brehm (FAS Paris) visit with exhibitors in the USA Meat & Poultry Pavilion during SIAL Paris.  Category/Topic:  Trade  Tags:  FAS  France  Paris  Salon International d’Alimentation  Trade",What are some of the benefits for US food exporters participating in international trade shows like the Salon International d'Alimentation (SIAL) in Paris?,"Some of the benefits for US food exporters participating in international trade shows like SIAL include: * Testing products and meeting with European as well as other international traders and industry professionals * Building a market presence quickly and effectively introducing foreign buyers and consumers to American products * Demonstrating a strong demand for U.S. agricultural products and reinforcing the reputation as a reliable supplier of safe, wholesome, and innovative products."
"National Institute of Food and Agriculture in  Initiatives  Sep 11,   Evelyn Eagleman, 63, remembers driving the long distance off Rocky Boy’s Indian Reservation, Mont., to rescue her grandson when he was two. His father was serving in the military and his mother had been arrested on drug charges.  The boy needed a new start. She brought the child home to Rocky Boy, where she and her husband, Francis, became the child’s foster parents.  Her grandson, now a teenager, will soon graduate from high school and plans to major in forestry in college.  Eagleman said she and her husband are proud of the man he has become and gives much credit to the Grandparents Raising Grandchildren program at Stone Child College, in Box Elder, Mont. “There are a lot of legal issues involved with foster parenting, and I can’t remember them all, but with this program, I know where to go for help,” she said.   “We learned about our rights as foster grandparents.” The Grandparents Raising Grandchildren program is funded by the U.S. Department of Agriculture’s National Institute of Food and Agriculture (NIFA) through its Tribal College Extension Grant program. This grant allows land-grants institutions, also known as tribal colleges, to provide education to reservation communities. The 32 colleges and universities that receive this funding provide a host of services, depending on the community needs. Stone Child College uses its grant for many youth-focused outreach efforts, as well as the Grandparents Raising Grandchildren program.  According to Mary St. Pierre, the Extension project director and leader of the grandparent program, about 10 percent of the community’s children are being raised by grandparents. The U.S. Census that, nationally, 7 million grandparents had grandchildren living with them, a 64 percent increase since . In about one-third of these cases grandparents had assumed a custodial role. The Census that for American Indians, 97,278 grandparents live with their grandchildren and more than half have primary custodial responsibility.  Many times, the parent lives with the family, too, as it is with the Eagleman’s. St. Pierre’s next goal for NIFA’s Tribal College Extension Grant program is to develop a Positive Indian Parenting program that will accompany the Grandparents Raising Grandchildren program. Through federal funding and leadership for research, education, and Extension programs, NIFA focuses on investing in science and solving critical issues impacting people's daily lives and the nation's future. More information is available at: www.nifa.usda.gov.  Category/Topic:  Initiatives  Tags:  Grandparents Raising Grandchildren program  Montana  NIFA  REE  Rocky Boy’s Indian Reservation  Tribal  Tribal College Extension Grant program","What is the impact of primary custodial grandparents, such as Evelyn Eagleman, on family dynamics and community needs, particularly in Native American communities?","In Native American communities, primary custodial grandparents like Evelyn Eagleman play a significant role in raising their grandchildren, with over 97,000 grandparents assuming this responsibility. This trend is higher among Native Americans compared to the national average, highlighting the importance of support programs like the Grandparents Raising Grandchildren program funded by NIFA's Tribal College Extension Grant program."
"CAFTA-DR: A Trade Partnership that Works  Under Secretary for Trade and Foreign Agricultural Affairs Ted McKinney is leading a USDA trade mission to Central America this week, making it a good time to review where we stand as far as CAFTA-DR, the United States’ free trade agreement with five Central America countries and the Dominican Republic. It’s been just over 10 years since we started cutting agricultural tariffs on both sides, and the deal has delivered exactly as trade agreements are supposed to. Going forward, a deal that has been a solid positive for U.S. agriculture has the potential to get even better as further market openings create more opportunities for U.S. exports.  Jason Hafemeister, Trade Counsel, U.S. Department of Agriculture  Posted in  Trade  Mar 02,   2 Responses",What are the potential future benefits for US agriculture under the CAFTA-DR trade agreement?,Further market openings could create more opportunities for US exports under the CAFTA-DR trade agreement.
"Vilsack exits Nairobi city limits to visit agriculture, education institutions  Chris Mather, USDA Director of Communications, traveled with Secretary Vilsack to Kenya for the AGOA (African Growth and Opportunity Act) Summit. Today she shares her thoughts on segments of the trip when they traveled beyond the city limits of Nairobi for educational events. Last week, Secretary Vilsack traveled to Nairobi, Kenya, as a participant in the African Growth and Opportunity Act Summit. Amid bilateral talks and attending the opening meeting with Secretary of State Hillary Clinton and United States Trade Ambassador Ron Kirk, the Secretary had an opportunity to travel to the countryside to learn more about the agriculture industry in Kenya and see firsthand some of the efforts USDA has been supporting.  Chris Mather, USDA Director of Communications  Posted in  Trade  Aug 12,   Respond to this story","What were the primary objectives of Secretary Vilsack's trip to Nairobi, Kenya, as part of the African Growth and Opportunity Act Summit?","The primary objectives of Secretary Vilsack's trip to Nairobi, Kenya, as part of the African Growth and Opportunity Act Summit were to participate in bilateral talks and attend meetings with high-ranking US officials."
"Two Down and One to Go  On September 12, USDA’s Animal and Plant Health Inspection Service (APHIS) and its partners declared Monroe Township in Clermont County, Ohio, free of Asian longhorned beetle (ALB). This news came just months after APHIS declared Stonelick Township free of the beetle in March.  Rhonda Santos, APHIS Public Information Officer  Posted in  Animals  Oct 10,   Respond to this story",What was declared eradicated from Monroe Township and Stonelick Township by USDA's Animal and Plant Health Inspection Service (APHIS)?,The Asian longhorned beetle (ALB) was declared eradicated.
"Farmers and Ranchers: The Foundation of our Nation’s Nutrition Assistance Programs  You may be familiar with Paul Harvey’s “So God Made a Farmer” speech that he delivered to the FFA Convention in November . What he said then still rings true today. He describes the hard work and sacrifices as well as the gentle family spirit and sense of community that farmers and ranchers have provided from generation to generation across our great country. Farmers and ranchers are the backbone of America, working from sun-up to sundown, taking care of the land and livestock and providing food for their fellow citizens and the rest of the world.  Brandon Lipps, Deputy Under Secretary for Food, Nutrition, and Consumer Services and Pam Miller, Administrator, Food and Nutrition Service  Posted in  Food and Nutrition  Oct 11,   Respond to this story","What role do farmers and ranchers play as the backbone of America, providing essential food and nutrition services?","Farmers and ranchers provide food for their fellow citizens and the rest of the world, serving as the foundation of America's nutrition assistance programs."
"Insects, Scientists, and a Bear…Oh My!  I’ve never been much into insects. But there are a handful of insects that give me the same wonder and amazement I imagine those who study insects feel.  Rhonda Santos, APHIS Public Information Officer  Posted in  Animals  Dec 19,   Respond to this story","What motivates individuals like Rhonda Santos, an APHIS Public Information Officer, who study and appreciate insects?",A handful of insects that evoke wonder and amazement motivate individuals like Rhonda Santos to appreciate them.
"Refugee Farmers Set Down Roots, Honor Traditions in Vermont  Rwanda native Janine Ndagijimana, her husband Faustine and their children moved to Burlington, Vermont in after living in a refugee camp in Tanzania for 13 years. Now a U.S. citizen, she works closely with Ben Waterman, the New American Farmer Program coordinator at the University of Vermont Extension Service (UVM) Center for Sustainable Agriculture. He manages the Land Access and Assessment Program that helps Vermont's resettled refugee and immigrant farmers obtain access to the resources they need to pursue their goals as farmers and to link common threads between their new home in America the culture of their homelands. Janine was one of several farmers who recently attended a meeting of the Association of Africans Living in Vermont to learn about USDA programs and services. Farmers from Burundi, Rwanda, Somalia, and the Democratic Republic of Congo learned about land acquisition, insurance programs, loans to support farming, and technical and financial assistance for implementing conservation farming practices.  Amy Overstreet, Natural Resources Conservation Service  Posted in  Conservation  Farming  Apr 18,   5 Responses",How has Janine Ndagijimana's experience as a refugee farmer in Vermont helped her connect with similar farmers from other African countries and access resources through programs like the New American Farmer Program?,"Janine Ndagijimana's experience as a refugee farmer in Vermont has allowed her to connect with fellow African farmers from Burundi, Rwanda, Somalia, and the Democratic Republic of Congo, and gain access to valuable resources such as land acquisition, insurance, loans, and conservation farming practices through programs like the New American Farmer Program."
"Obama Administration Launches Global Alliance for Climate Smart Agriculture  From record droughts in Kansas to deadly wildfires in California, the United States is feeling the effects of climate change. These same conditions have a dire impact across the developing world, especially for poor, rural smallholder farmers whose very lives are threatened every time the rains arrive late, the floods rush in, or the temperature soars. By , the world’s population is expected to reach nine billion people. Feeding them will require at least a 60 percent increase in agricultural production. There is no greater challenge to meeting this need than climate change. It poses a range of unprecedented threats to the livelihoods of the world’s most vulnerable people and to the very planet that sustains us. In order to ensure that hundreds of millions of people are not born into a debilitating cycle of under-nutrition and hunger, we must address the urgent threat that climate change poses.  Secretary of State John Kerry, Agriculture Secretary Tom Vilsack and Dr. Rajiv ""Raj"" Shah, Administrator of the United States Agency for International Development  Posted in  Conservation  Food and Nutrition  Trade  Sep 24,   6 Responses","What is the primary challenge to increasing agricultural production by at least 60% to meet the food demands of a growing global population, given the threat posed by climate change?","The primary challenge to increasing agricultural production by at least 60% to meet the food demands of a growing global population, given the threat posed by climate change, is climate change itself."
"Oh Maple Syrup, How I Love Thee. Let me Count the Ways.  Okay, yes it’s Maple Syrup Day, an unofficial holiday, but the day allows us to celebrate and recognize this often underrated commodity. So in honor of this lovely product, here are some interesting tidbits that you may not know. I use maple syrup on many things; not just pancakes, waffles and French toast, but also in recipes like soups and casseroles, to sweeten granola or oatmeal, even coffee. I’ve used it on ice cream and even snow, on salads and in salad dressings. My own step-father is known to take a shot of maple syrup every now-and-then. It is delightful on its own. Maple syrup can also be used to make maple cream, maple sugar, and maple candy.  Rhonda Santos, APHIS Public Information Officer  Posted in  Animals  Plants  Dec 17,   11 Responses",What are some unconventional uses for maple syrup mentioned in the text?,"Some unconventional uses for maple syrup mentioned in the text include using it to sweeten granola or oatmeal, adding it to coffee, putting it on ice cream and snow, using it in salad dressings, and taking a shot of it."
"Under Secretary for Marketing and Regulatory Programs in  Health and Safety  Animals  Plants  May 09,  USDA is taking a multi-faceted approach to supporting the American sheep and lamb industry, working with researchers and market analysts to identify strategies and goals. The U.S. sheep and lamb industry has been shrinking for decades as the numbers of sheep and producers have declined since World War II.  Consolidation of the sheep packing industry, higher feed and energy costs, continuous loses to predation, and lower consumption, coupled with competition from imports of lamb cuts, have taken their toll on U.S. producers.  In response to industry needs, USDA’s Agricultural Marketing Service (AMS) has been working with the American Lamb Board (ALB) and the American Sheep Industry Association (ASI) on initiatives aimed at ensuring the long-term viability of the industry. The ALB recently initiated a study to identify the challenges, propose solutions, and develop strategies to strengthen the industry’s competitive advantage.  By working with a marketing firm and using and services offered by USDA, ALB hopes this study’s findings will help return the industry to profitability.  AMS is ready to assist ALB as they lay the groundwork and identify goals and benchmarks. Another way AMS is assisting the industry is in identifying opportunities to improve Livestock Mandatory Reporting (LMR) for lamb.  LMR was established to collect and publish price and volume information to encourage competition in the marketplace.  However, given the consolidation of the industry, it has become difficult to publish lamb market information on a consistent basis due to the LMR confidentiality requirements.  Last fall, ASI commissioned the Livestock Marketing Information Center (LMIC) to conduct a study of the LMR program, and over the course of 5 months, met with AMS to learn more about how USDA administers the lamb reporting program. The final report proposed improvement recommendations to lamb reporting.  Some of the recommendations included lowering the reporting thresholds for packers and importers, evaluating the confidentiality policy for LMR, and eliminating categories and that do not have utility. AMS has reviewed the report and is engaged with ASI to determine the best solutions for the recommendations.  While some of the recommendations will require regulatory changes, many of the proposals can be addressed easily.  In fact, AMS has already eliminated the western regional lamb , changed the National daily lamb report to a weekly report, modified the reported weight categories, and removed unused purchase type categories. AMS is working with ASI on other projects, such as determining ways in which slaughter lambs are bought to ensure that the LMR purchase types are still relevant.  AMS is also working to develop strategies to more accurately define the lamb maturity window for the grade standards and will work with FSIS on a more agreeable term for “yearling mutton” such as “yearling lamb.” AMS and ASI are cooperating on the potential development of a lamb tenderness standard, and the potential development of a non-hormone treated lamb export certification protocol with the European Union. The ALB and ASI recently received USDA approval to explore lamb instrument grading, through funding received from the National Sheep Industry Improvement Center.  The project will be a two phased approach to finalizing USDA’s standardization of the concept and evaluating the benefits and return on the investment to garner industry acceptance. The USDA is committed to working with our partners in the industry to not only meet these challenges but to succeed in creating an industry that provides quality products to consumers and increased producer returns here at home.  Category/Topic:  Health and Safety  Animals  Plants  Tags:  ALB  AMS  European Union  FSIS  Producers","What strategies are being proposed by market analysts and researchers, in collaboration with USDA and industry associations, to improve the long-term viability of the U.S. sheep and lamb industry, which has been facing challenges such as consolidation, higher costs, and decreased consumption?","The study proposes solutions and strategies to strengthen the U.S. sheep and lamb industry's competitive advantage, including improving Livestock Mandatory Reporting (LMR) for lamb, lowering reporting thresholds, evaluating confidentiality policies, eliminating unnecessary categories, and developing a lamb tenderness standard, among others."
"Vermont Says 'Thank You' to Massachusetts for Fighting Invasive Beetle  The Vermont maple syrup industry is well aware that an invasive, tree-killing insect could threaten the production of its delicious, all-natural commodity.  So on December 13, just four days before National Maple Syrup Day on December 17, the Vermont Maple Sugar Makers Association and Vermont state officials hosted a special pancake and maple syrup breakfast to thank partners for supporting the Asian longhorned beetle (ALB) eradication program in Massachusetts. Why would people in Vermont make breakfast for their neighbors in Massachusetts?  Vermont’s Forest Health Program Manager Barbara Schultz told the group the Asian longhorned beetle poses a significant threat to our northeastern forests and the insect could spread throughout the region and devastate maple sugaring in Vermont if it’s not eradicated in Massachusetts.  Rhonda Santos, APHIS Public Information Officer  Posted in  Animals  Plants  Dec 16,   2 Responses",What is the reason behind Vermont's efforts to eradicate the Asian longhorned beetle (ALB) in Massachusetts?,To protect the Vermont maple syrup industry from potential devastation.
"Let's End Beetlemania Together  Imagining our communities without trees is hard to fathom.  Unfortunately, there is an insect that threatens the trees we love – the Asian longhorned beetle (ALB).  It’s an invasive insect that feeds on certain species of hardwood trees, eventually killing them.  Since its discovery in the United States, the beetle has caused tens-of-thousands of trees to be destroyed in Massachusetts, New Jersey, New York, Illinois, and most recently in Ohio.  Rhonda Santos, APHIS ALB Public Information Officer  Posted in  Animals  Plants  Apr 24,   4 Responses","What insect threatens tens-of-thousands of trees in various states, including Ohio?","The Asian longhorned beetle (ALB) is the insect that threatens tens-of-thousands of trees in various states, including Ohio."
"New Tools Bring Lenders to the Table for Local, Regional Food Enterprises  Open any food magazine these days and you’re bound to find a profile of the latest locavore start-up turning cream and cantaloupe into craft popsicles or maple sap into a whole new category of bottled beverages.  As consumer demand for local foods continues to climb like pole beans, venture capitalists are scouring this sector in search of the next hot investment. USDA has long been investing in this space too, for the good of rural economies. And now we’re unveiling a new online interactive training to help other funders understand the work of regional food enterprises that are connecting local producers with local markets, and why they might want to invest in a piece of this pie.  Lillian Salerno, Deputy Under Secretary, USDA Rural Development  Posted in  Food and Nutrition  Farming  Rural  USDA Results  May 11,   Respond to this story",What new tools or resources are being developed to support lenders in investing in local and regional food enterprises?,A new online interactive training is being developed by USDA to help funders understand the work of regional food enterprises and why they might want to invest in this sector.
"A USDA Business Loan Guarantee Helps a North Carolina Company Compete and Hire More Workers  During these difficult economic times we know that one of the best ways to help aid in the recovery process is to assist businesses that create jobs, and spur growth. In Troy, North Carolina, USDA Rural Development had the opportunity to highlight our successful efforts with a local company Aseptia/Wright Foods. Lillian Salerno, Acting Administrator for USDA’s Rural Business and Cooperative programs, visited the local business.  Under USDA Rural Development, USDA guaranteed a $5.5 million loan last year for Aseptia to purchase a building, equipment and make building improvements for their first commercial-scale manufacturing facility.  Delane Johnson, USDA North Carolina Public Information Coordinator  Posted in  USDA Results  Health and Safety  Rural  May 07,   2 Responses","What role did the USDA's business loan guarantee play in helping Aseptia/Wright Foods in Troy, North Carolina, compete and hire more workers?","The USDA's business loan guarantee helped Aseptia/Wright Foods purchase a building, equipment, and make building improvements for their first commercial-scale manufacturing facility."
"Two Down and One to Go  On September 12, USDA’s Animal and Plant Health Inspection Service (APHIS) and its partners declared Monroe Township in Clermont County, Ohio, free of Asian longhorned beetle (ALB). This news came just months after APHIS declared Stonelick Township free of the beetle in March.  Rhonda Santos, APHIS Public Information Officer  Posted in  Animals  Oct 10,   Respond to this story","What is the current status of Monroe Township in Clermont County, Ohio, regarding the Asian longhorned beetle infestation?","The current status of Monroe Township in Clermont County, Ohio, is that it has been declared free of the Asian longhorned beetle (ALB)."
"Recognizing the Importance of Grandparents  Evelyn Eagleman, 63, remembers driving the long distance off Rocky Boy’s Indian Reservation, Mont., to rescue her grandson when he was two. His father was serving in the military and his mother had been arrested on drug charges.  The boy needed a new start. She brought the child home to Rocky Boy, where she and her husband, Francis, became the child’s foster parents.  Her grandson, now a teenager, will soon graduate from high school and plans to major in forestry in college.  Eagleman said she and her husband are proud of the man he has become and gives much credit to the Grandparents Raising Grandchildren program at Stone Child College, in Box Elder, Mont. “There are a lot of legal issues involved with foster parenting, and I can’t remember them all, but with this program, I know where to go for help,” she said.   “We learned about our rights as foster grandparents.”  Jill Lee, National Institute of Food and Agriculture  Posted in  Initiatives  Sep 11,   1 Response",What support system did Evelyn Eagleman rely on for help with foster parenting through the Grandparents Raising Grandchildren program at Stone Child College?,The Grandparents Raising Grandchildren program at Stone Child College.
"Colorado Officials Meet with USDA Business Programs Administrator to Discuss Renewable Energy Opportunities  Attendees at the recent “Building a Sustainable Renewable Energy Program for the 21st Century” conference in Denver, Colorado, participated in discussions about how renewable energy opportunities could create new jobs and reduce America’s dependence on foreign oil. Among those in attendance was USDA Rural Development Business Programs Administrator Judy Canales. The event began with a luncheon presentation from Greg Krissek, ICM, Director of Government Affairs and Jim Imbler, ZeaChem, Chief Executive Officer.  Krissek’s presentation to the group focused on the ethanol and biofuels industry.  Krissek has been in the business for 11 years and currently oversees 102 plants with 6.5 billion gallons of ethanol production per year.    He noted that America needs to take what we have learned from first generation biofuels and build on it through adding cellulosic changes to the process.  Imbler focused his discussion on new technology in biorefinery development and in particular a cellulose-based biorefinery platform that could be capable of producing advanced ethanol, fuels and chemicals.  The company is headquartered in Lakewood, Colorado.  They currently operate a research and development laboratory facility in Menlo Park, California and have a 250,000 gallon per year cellulosic biorefinery under construction in Boardman, Oregon.  Amy Mund, USDA Colorado Public Information Officer  Posted in  Energy  Rural  May 05,   Respond to this story","What are some key features and benefits of a cellulose-based biorefinery platform as described by Jim Imbler, CEO of ZeaChem?","A cellulose-based biorefinery platform as described by Jim Imbler can produce advanced ethanol, fuels, and chemicals."
"How America Creates Jobs Cross posted from the White House blog:  On Saturday, I visited the Port of Miami to see firsthand the success story of American agriculture and the jobs it is creating. Despite historic natural disasters, our agriculture business is booming.  Agriculture Secretary Tom Vilsack  Posted in  USDA Results  Sep 13,   Respond to this story",How has America's agricultural industry managed to thrive despite facing significant challenges from natural disasters?,America's agricultural industry has thrived despite historic natural disasters through resilience and adaptability.
