content,question,answer
"Has Global Agricultural Trade been Resilient under COVID-19?  Last year, as COVID-19 rattled the world economy and disrupted trade flows, agricultural trade remained mostly stable, falling only two percent during the initial wave of infections and lockdowns, before bouncing back and ending the year up 3.5 percent. But the growth in agricultural trade doesn’t mean that trade flows were insulated from the effects of the pandemic. Much of was in fact shaped by other factors. For instance, 95% of global agricultural trade growth came from China and was driven in part by non-pandemic related factors of increased feed demand, efforts to restock grain reserves, and policy factors. A recent paper by USDA’s Office of the Chief Economist, Has Global Agricultural Trade been Resilient under COVID-19? Findings from an Econometric Assessment (, 1.4 ) (Arita et al.), suggests that while agricultural trade remained stable at the aggregate level, a deeper empirical analysis reveals there were still significant disruptions due to the pandemic.  Mirvat Sewadeh, Communications Director, Office of the Chief Economist  Posted in  Trade  May 20,   Respond to this story","What percentage of global agricultural trade growth was attributed to non-pandemic factors, according to a recent study by USDA's Office of the Chief Economist?",95% of global agricultural trade growth came from China and was driven in part by non-pandemic related factors.
"FAS Highlights Climate-Smart Ag to South American Visitors  Last month, the U.S. Department of Agriculture’s Foreign Agricultural Service hosted a delegation of government and private sector representatives from Argentina, Paraguay, and Uruguay who traveled to the Washington, D.C., area to learn about sustainable, climate-smart agricultural practices being implemented in the United States.  Zane Evans, Public Affairs Specialist, USDA Foreign Agricultural Service  Posted in  Trade  Oct 17,   Respond to this story",What agricultural practices and initiatives has the US Department of Agriculture's Foreign Agricultural Service (FAS) highlighted as climate-smart approaches to visitors from South America?,"The FAS has highlighted sustainable, climate-smart agricultural practices in the United States to visitors from Argentina, Paraguay, and Uruguay."
"USDA’s Foreign Agricultural Service Helps Global Efforts to Reduce Food Loss and Waste: An Interview with Paige Cowie  The U.S. Department of Agriculture (USDA) Foreign Agricultural Service (FAS) links U.S. agriculture to the world to enhance export opportunities and global food security. Globally, food waste is estimated at 1.6 billion tonnes and arises from many causes from farm to table. In developing countries, these causes include lack of cold-chain storage (refrigeration and freezing, for example), poor-post harvest handling techniques, and lack of access to markets. What is FAS doing to help reduce food loss and waste? This interview features insights from Paige Cowie, Resilient Agriculture Program Manager, USDA Foreign Agricultural Service.  Jean Buzby, USDA Food Loss and Waste Liaison  Posted in  Food and Nutrition  Mar 22,   1 Response",What strategies is the USDA's Foreign Agricultural Service implementing to address refrigeration and storage issues as a major cause of food loss in developing countries?,"The USDA's Foreign Agricultural Service (FAS) is not explicitly mentioned in the provided content as implementing specific strategies to address refrigeration and storage issues. However, it can be inferred that FAS helps global efforts to reduce food loss and waste by promoting best practices, technical assistance, or knowledge sharing in areas such as cold-chain storage, post-harvest handling techniques, and access to markets, which are highlighted as causes of food waste in developing countries."
"Food Safety: Prepare for the Unexpected  World Food Safety Day is June 7 and USDA is committed to doing our part to collaborate with federal and state partners and engage in vital conversations with food safety experts, consumer organizations, industry, and academia to ensure safe food for all.  Dr. José Emilio Esteban, USDA Under Secretary for Food Safety, and Mary Frances Lowe, U.S. Codex Program  Posted in  Health and Safety  Trade  Jun 06,   Respond to this story","What initiatives is the USDA taking to collaborate with partners and promote vital conversations on food safety, particularly around World Food Safety Day on June 7?","The USDA is collaborating with federal and state partners, engaging in conversations with experts, consumer organizations, industry, and academia to ensure safe food for all, specifically marking World Food Safety Day on June 7."
"Healthier Frying with…Cottonseed Oil  Deep fat frying is often cut out when people want to eat healthy. But, for those who enjoy fried foods, the U.S. Department of Agriculture’s (USDA) Agricultural Research Service (ARS) has created a healthier oil.  Scott Elliott, ARS Office of Communications  Posted in  Research and Science  Mar 07,   Respond to this story",What type of oil does the USDA's Agricultural Research Service recommend as a healthier alternative for deep fat frying?,Cottonseed Oil.
"Veteran-Owned Business Partners with FAS to Export Spices Around the World  Retirement – for many – is a time for reconnecting with what you love and who you love. Laura Cristobal-Andersland and David Andersland have spiced up retirement with their seasoning business, Salty Wahine Gourmet Hawaiian Sea Salts.  Zane Evans, Public Affairs Specialist, USDA Foreign Agricultural Service  Posted in  Trade  Nov 09,   Respond to this story","What company, founded by Laura Cristobal-Andersland and David Andersland, partners with FAS (Foreign Agricultural Service) to export gourmet spices around the world?",Salty Wahine Gourmet Hawaiian Sea Salts.
"USDA Announces Requirement for Contingency Plans to Protect Animals During Emergencies  We see the headlines about natural disasters all the time – hurricanes in the South, wildfires in the West, flooding, tornadoes, and the list goes on. But do we stop to think about how those natural disasters affect animals, especially those housed in zoos, sanctuaries, and other licensed facilities? In addition to preparing themselves and their families for various emergencies, Animal Welfare Act licensees must also consider how to protect the welfare of all of their animals when the unexpected happens.  Dr. Betty Goldentyer, Deputy Administrator of APHIS’ Animal Care program  Posted in  Animals  Dec 02,   Respond to this story",What requirements must licensed zoos and sanctuaries meet to protect animal welfare during emergencies such as natural disasters?,USDA requires licensed zoos and sanctuaries to develop contingency plans to protect animal welfare during emergencies.
"Food Safety: Prepare for the Unexpected  World Food Safety Day is June 7 and USDA is committed to doing our part to collaborate with federal and state partners and engage in vital conversations with food safety experts, consumer organizations, industry, and academia to ensure safe food for all.  Dr. José Emilio Esteban, USDA Under Secretary for Food Safety, and Mary Frances Lowe, U.S. Codex Program  Posted in  Health and Safety  Trade  Jun 06,   Respond to this story",What initiatives has the USDA announced for World Food Safety Day on June 7?,"The USDA has announced its commitment to collaborate with federal and state partners, engage in conversations with food safety experts, consumer organizations, industry, and academia to ensure safe food for all."
"USDA Announces Requirement for Contingency Plans to Protect Animals During Emergencies  We see the headlines about natural disasters all the time – hurricanes in the South, wildfires in the West, flooding, tornadoes, and the list goes on. But do we stop to think about how those natural disasters affect animals, especially those housed in zoos, sanctuaries, and other licensed facilities? In addition to preparing themselves and their families for various emergencies, Animal Welfare Act licensees must also consider how to protect the welfare of all of their animals when the unexpected happens.  Dr. Betty Goldentyer, Deputy Administrator of APHIS’ Animal Care program  Posted in  Animals  Dec 02,   Respond to this story",What is the primary responsibility that zoos and sanctuaries with licensed facilities must fulfill to protect animal welfare during natural disasters?,To prepare contingency plans to protect animals during emergencies.
"USDA Foreign Agricultural Service in  Climate  Farming  Technology  Trade  Aug 09,  Accurate crop mapping is a crucial process to informing reliable crop production estimates, addressing climate change, and developing strategies for sustainable agriculture. U.S. Department of Agriculture’s Foreign Agricultural Service is working with university students in Tanzania on a pilot project to gather grassroots to strengthen community agricultural systems and improve crop condition assessments with satellite imagery. Their field work is adding truth from the ground up to the sky. In April, 14 YouthMappers spent four days in the Arusha area capturing on 334 fields by photographing, georeferencing, and identifying target crops to enhance FAS satellite imagery analysis. YouthMappers is an international network of university-based chapters that organize and implement mapping activities in response to global and local development needs. “The YouthMappers’ chapters are products under USAID, which empower youth to help their community,” said Gideon G. Sway, one of the Tanzania YouthMappers. The FAS-YouthMappers team’s main objective was to create an agricultural library of ground-truth from the Arusha, Dodoma, and Mwanza regions. This activity is the first time YouthMappers has used its members’ skills to strengthen agricultural . While Tanzania grows several kinds of crops, making this a viable machine learning project the team to focus on locating target crops of FAS’ International Production Assessment Division (IPAD). Oftentimes, crops are grown together in larger fields and can be detectable by freely available satellite imagery. In addition to geo-locating these crops, the team’s field work revealed variability in crop heights and exposed pest damage—especially from the fall army worm. This future-facing project improves understanding of crop conditions and the impact of seasonal rains. Since the project began, the Tanzanian YouthMappers network has collected from 1,700 fields in the Arusha, Dodoma, and Mwanza regions. Thanks to YouthMappers, FAS can now pair satellite imagery from Sentinel-2 with the field . In May, these YouthMappers, trained additional university students on geo-mapping with ArcGIS, OpenStreetMap, and Kobo Collect to help advance Tanzanian agriculture and achieve project goals for the Dodoma and Mwanza regions. The Tanzania partnership is part of FAS efforts to help develop young agricultural leaders to strengthen Africa’s self-development and capacity building. Be on the lookout for this group’s presentation next month at the Africa Food Systems Forum. The goal of the Forum is for public, private, and non-profit groups to strengthen African agricultural and food systems via inclusivity, sustainability, resiliency, and equity.  Category/Topic:  Climate  Farming  Technology  Trade  Tags:  Foreign Agricultural Service  FAS  Trade  Africa  Youth  You May Also Like  Food Safety: Prepare for the Unexpected  Celebrating World Trade Week - and U.S. Agriculture’s Trade Successes  Earth Day : Sustainably Cultivating the Future","What innovative approach has been used by Tanzanian YouthMappers in collaboration with the USDA Foreign Agricultural Service to enhance crop condition assessments, strengthen community agricultural systems, and improve understanding of crop conditions through satellite imagery analysis?","Tanzanian YouthMappers have used satellite imagery analysis paired with grassroots field work to gather ground-truth data from 1,700 fields in three regions, enabling more accurate crop mapping and condition assessments."
